Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Modeling the Benefits of Cooperative Drafting: Is There an Optimal Strategy to Facilitate a Sub-2-Hour Marathon Performance?","/pubmed/30298477","Hoogkamer W, Snyder KL, Arellano CJ.","Sports Med. 2018 Dec;48(12):2859-2867. doi: 10.1007/s40279-018-0991-4.","Sports Med.  2018","PubMed","citation","PMID:30298477","pubmed","30298477","create date:2018/10/10 | first author:Hoogkamer W",
"The Association Between Training Load and Performance in Team Sports: A Systematic Review.","/pubmed/30225537","Fox JL, Stanton R, Sargent C, Wintour SA, Scanlan AT.","Sports Med. 2018 Dec;48(12):2743-2774. doi: 10.1007/s40279-018-0982-5. Review.","Sports Med.  2018","PubMed","citation","PMID:30225537","pubmed","30225537","create date:2018/09/19 | first author:Fox JL",
"Comment on: ""Exercise Prescription in Patients With Different Combinations of Cardiovascular Disease Risk Factors: A Consensus Statement From the EXPERT Working Group"".","/pubmed/30168113","Löllgen H, Zupet P, Debruyne A, Bachl N.","Sports Med. 2018 Dec;48(12):2891-2892. doi: 10.1007/s40279-018-0978-1. No abstract available. ","Sports Med.  2018","PubMed","citation","PMID:30168113","pubmed","30168113","create date:2018/09/01 | first author:Löllgen H",
"Author's Reply to Kitic: Comment on: ""Association Between Exercise-Induced Hyperthermia and Intestinal Permeability: A Systematic Review"".","/pubmed/30014333","Pires W, Wanner SP, Soares DD, Coimbra CC.","Sports Med. 2018 Dec;48(12):2887-2889. doi: 10.1007/s40279-018-0954-9. No abstract available. ","Sports Med.  2018","PubMed","citation","PMID:30014333","pubmed","30014333","create date:2018/07/18 | first author:Pires W",
"Comment on: ""Association Between Exercise-Induced Hyperthermia and Intestinal Permeability: A Systematic Review"".","/pubmed/30014332","Kitic C.","Sports Med. 2018 Dec;48(12):2885-2886. doi: 10.1007/s40279-018-0955-8. No abstract available. ","Sports Med.  2018","PubMed","citation","PMID:30014332","pubmed","30014332","create date:2018/07/18 | first author:Kitic C",
"Comment on: ""The Use of Microtechnology to Quantify the Peak Match Demands of the Football Codes: A Systematic Review"".","/pubmed/30506338","Carling C, McCall A, Harper D, Bradley PS.","Sports Med. 2018 Nov 30. doi: 10.1007/s40279-018-1032-z. [Epub ahead of print] No abstract available. ","Sports Med.  2018","PubMed","citation","PMID:30506338","pubmed","30506338","create date:2018/12/07 | first author:Carling C",
"Authors' Reply to Carling et al: Comment on: ""The Use of Microtechnology to Quantify the Peak Match Demands of the Football Codes: A Systematic Review"".","/pubmed/30506337","Whitehead S, Till K, Weaving D, Jones B.","Sports Med. 2018 Nov 30. doi: 10.1007/s40279-018-1028-8. [Epub ahead of print] No abstract available. ","Sports Med.  2018","PubMed","citation","PMID:30506337","pubmed","30506337","create date:2018/12/07 | first author:Whitehead S",
"Effects of Carbohydrate Mouth Rinse on Cycling Time Trial Performance: A Systematic Review and Meta-Analysis.","/pubmed/30488186","Brietzke C, Franco-Alvarenga PE, Coelho-Júnior HJ, Silveira R, Asano RY, Pires FO.","Sports Med. 2018 Nov 29. doi: 10.1007/s40279-018-1029-7. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30488186","pubmed","30488186","create date:2018/11/30 | first author:Brietzke C",
"Comment on ""Drinking Strategies: Planned Drinking Versus Drinking to Thirst"".","/pubmed/30471021","Hoffman MD.","Sports Med. 2018 Nov 23. doi: 10.1007/s40279-018-1026-x. [Epub ahead of print] No abstract available. ","Sports Med.  2018","PubMed","citation","PMID:30471021","pubmed","30471021","create date:2018/11/25 | first author:Hoffman MD",
"The Biomechanics of Competitive Male Runners in Three Marathon Racing Shoes: A Randomized Crossover Study.","/pubmed/30460454","Hoogkamer W, Kipp S, Kram R.","Sports Med. 2018 Nov 20. doi: 10.1007/s40279-018-1024-z. [Epub ahead of print]","Sports Med.  2018","PubMed","citation","PMID:30460454","pubmed","30460454","create date:2018/11/22 | first author:Hoogkamer W",
"Active Commuting and Multiple Health Outcomes: A Systematic Review and Meta-Analysis.","/pubmed/30446905","Dinu M, Pagliai G, Macchi C, Sofi F.","Sports Med. 2018 Nov 16. doi: 10.1007/s40279-018-1023-0. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30446905","pubmed","30446905","create date:2018/11/18 | first author:Dinu M",
"Fat-Free Adipose Tissue Mass: Impact on Peak Oxygen Uptake (VO(2peak)) in Adolescents with and without Obesity.","/pubmed/30426345","Abe T, Loenneke JP, Thiebaud RS.","Sports Med. 2018 Nov 13. doi: 10.1007/s40279-018-1020-3. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30426345","pubmed","30426345","create date:2018/11/15 | first author:Abe T",
"Correction to: Effects of Blood Flow Restriction Training on Muscular Strength and Hypertrophy in Older Individuals: A Systematic Review and Meta-Analysis.","/pubmed/30414044","Centner C, Wiegel P, Gollhofer A, König D.","Sports Med. 2018 Nov 9. doi: 10.1007/s40279-018-1013-2. [Epub ahead of print]","Sports Med.  2018","PubMed","citation","PMID:30414044","pubmed","30414044","create date:2018/11/11 | first author:Centner C",
"Review of WADA Prohibited Substances: Limited Evidence for Performance-Enhancing Effects.","/pubmed/30411235","Heuberger JAAC, Cohen AF.","Sports Med. 2018 Nov 8. doi: 10.1007/s40279-018-1014-1. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30411235","pubmed","30411235","create date:2018/11/10 | first author:Heuberger JAAC",
"Biological Background of Block Periodized Endurance Training: A Review.","/pubmed/30411234","Issurin VB.","Sports Med. 2018 Nov 8. doi: 10.1007/s40279-018-1019-9. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30411234","pubmed","30411234","create date:2018/11/10 | first author:Issurin VB",
"Temporal Trends in the Cardiorespiratory Fitness of 2,525,827 Adults Between 1967 and 2016: A Systematic Review.","/pubmed/30390202","Lamoureux NR, Fitzgerald JS, Norton KI, Sabato T, Tremblay MS, Tomkinson GR.","Sports Med. 2018 Nov 3. doi: 10.1007/s40279-018-1017-y. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30390202","pubmed","30390202","create date:2018/11/06 | first author:Lamoureux NR",
"The Efficacy and Safety of Lower-Limb Plyometric Training in Older Adults: A Systematic Review.","/pubmed/30387072","Vetrovsky T, Steffl M, Stastny P, Tufano JJ.","Sports Med. 2018 Nov 2. doi: 10.1007/s40279-018-1018-x. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30387072","pubmed","30387072","create date:2018/11/06 | first author:Vetrovsky T",
"Mental Fatigue in Football: Is it Time to Shift the Goalposts? An Evaluation of the Current Methodology.","/pubmed/30387071","Thompson CJ, Fransen J, Skorski S, Smith MR, Meyer T, Barrett S, Coutts AJ.","Sports Med. 2018 Nov 2. doi: 10.1007/s40279-018-1016-z. [Epub ahead of print]","Sports Med.  2018","PubMed","citation","PMID:30387071","pubmed","30387071","create date:2018/11/06 | first author:Thompson CJ",
"Athlete's Heart: Diagnostic Challenges and Future Perspectives.","/pubmed/30251086","De Innocentiis C, Ricci F, Khanji MY, Aung N, Tana C, Verrengia E, Petersen SE, Gallina S.","Sports Med. 2018 Nov;48(11):2463-2477. doi: 10.1007/s40279-018-0985-2. Review.","Sports Med.  2018","PubMed","citation","PMID:30251086","pubmed","30251086","create date:2018/09/27 | first author:De Innocentiis C",
"Assessing Head/Neck Dynamic Response to Head Perturbation: A Systematic Review.","/pubmed/30242627","Le Flao E, Brughelli M, Hume PA, King D.","Sports Med. 2018 Nov;48(11):2641-2658. doi: 10.1007/s40279-018-0984-3. Review.","Sports Med.  2018","PubMed","citation","PMID:30242627","pubmed","30242627","create date:2018/09/23 | first author:Le Flao E",
"Perceived Fatigability: Utility of a Three-Dimensional Dynamical Systems Framework to Better Understand the Psychophysiological Regulation of Goal-Directed Exercise Behaviour.","/pubmed/30238409","Venhorst A, Micklewright D, Noakes TD.","Sports Med. 2018 Nov;48(11):2479-2495. doi: 10.1007/s40279-018-0986-1. Review.","Sports Med.  2018","PubMed","citation","PMID:30238409","pubmed","30238409","create date:2018/09/22 | first author:Venhorst A",
"Sex-Specific Changes in Physical Performance Following Military Training: A Systematic Review.","/pubmed/30232790","Varley-Campbell J, Cooper C, Wilkerson D, Wardle S, Greeves J, Lorenc T.","Sports Med. 2018 Nov;48(11):2623-2640. doi: 10.1007/s40279-018-0983-4. Review.","Sports Med.  2018","PubMed","citation","PMID:30232790 | PMCID:PMC6182553","pubmed","30232790","create date:2018/09/21 | first author:Varley-Campbell J",
"Injury Prevention Strategies for Adolescent Cricket Pace Bowlers.","/pubmed/30178303","Forrest MRL, Scott BR, Hebert JJ, Dempsey AR.","Sports Med. 2018 Nov;48(11):2449-2461. doi: 10.1007/s40279-018-0981-6. Review.","Sports Med.  2018","PubMed","citation","PMID:30178303","pubmed","30178303","create date:2018/09/05 | first author:Forrest MRL",
"Influence of Regular Physical Activity and Fitness on Stress Reactivity as Measured with the Trier Social Stress Test Protocol: A Systematic Review.","/pubmed/30159718","Mücke M, Ludyga S, Colledge F, Gerber M.","Sports Med. 2018 Nov;48(11):2607-2622. doi: 10.1007/s40279-018-0979-0. Review.","Sports Med.  2018","PubMed","citation","PMID:30159718","pubmed","30159718","create date:2018/08/31 | first author:Mücke M",
"Cardiorespiratory Fitness in Childhood and Adolescence Affects Future Cardiovascular Risk Factors: A Systematic Review of Longitudinal Studies.","/pubmed/30144022","Mintjens S, Menting MD, Daams JG, van Poppel MNM, Roseboom TJ, Gemke RJBJ.","Sports Med. 2018 Nov;48(11):2577-2605. doi: 10.1007/s40279-018-0974-5. Review.","Sports Med.  2018","PubMed","citation","PMID:30144022 | PMCID:PMC6182463","pubmed","30144022","create date:2018/08/26 | first author:Mintjens S",
"Match-Play and Performance Test Responses of Soccer Goalkeepers: A Review of Current Literature.","/pubmed/30144021","White A, Hills SP, Cooke CB, Batten T, Kilduff LP, Cook CJ, Roberts C, Russell M.","Sports Med. 2018 Nov;48(11):2497-2516. doi: 10.1007/s40279-018-0977-2. Review.","Sports Med.  2018","PubMed","citation","PMID:30144021","pubmed","30144021","create date:2018/08/26 | first author:White A",
"Biomarkers of Physiological Responses to Periods of Intensified, Non-Resistance-Based Exercise Training in Well-Trained Male Athletes: A Systematic Review and Meta-Analysis.","/pubmed/30141022","Greenham G, Buckley JD, Garrett J, Eston R, Norton K.","Sports Med. 2018 Nov;48(11):2517-2548. doi: 10.1007/s40279-018-0969-2. Review.","Sports Med.  2018","PubMed","citation","PMID:30141022","pubmed","30141022","create date:2018/08/25 | first author:Greenham G",
"Do Long-time Team-mates Lead to Better Team Performance? A Social Network Analysis of Data from Major League Baseball.","/pubmed/30097889","Jarvie D.","Sports Med. 2018 Nov;48(11):2659-2669. doi: 10.1007/s40279-018-0970-9.","Sports Med.  2018","PubMed","citation","PMID:30097889","pubmed","30097889","create date:2018/08/12 | first author:Jarvie D",
"The Use of Microtechnology to Quantify the Peak Match Demands of the Football Codes: A Systematic Review.","/pubmed/30088218","Whitehead S, Till K, Weaving D, Jones B.","Sports Med. 2018 Nov;48(11):2549-2575. doi: 10.1007/s40279-018-0965-6. Review.","Sports Med.  2018","PubMed","citation","PMID:30088218 | PMCID:PMC6182461","pubmed","30088218","create date:2018/08/09 | first author:Whitehead S",
"Periodic Health Examination and Injury Prediction in Professional Football (Soccer): Theoretically, the Prognosis is Good.","/pubmed/29704189","Hughes T, Sergeant JC, van der Windt DA, Riley R, Callaghan MJ.","Sports Med. 2018 Nov;48(11):2443-2448. doi: 10.1007/s40279-018-0928-y.","Sports Med.  2018","PubMed","citation","PMID:29704189 | PMCID:PMC6182495","pubmed","29704189","create date:2018/04/29 | first author:Hughes T",
"Comment on: ""Endurance Performance is Influenced by Perceptions of Pain and Temperature: Theory, Applications and Safety Considerations"".","/pubmed/29700785","Wallace PJ, McKinlay BJ, Cheung SS.","Sports Med. 2018 Nov;48(11):2671-2673. doi: 10.1007/s40279-018-0929-x. No abstract available. ","Sports Med.  2018","PubMed","citation","PMID:29700785","pubmed","29700785","create date:2018/04/28 | first author:Wallace PJ",
"Author's Reply to Cheung et al. Comment on: ""Endurance Performance is Influenced by Perceptions of Pain and Temperature: Theory, Applications and Safety Considerations"".","/pubmed/29700784","Stevens CJ, Mauger AR, Hassmèn P, Taylor L.","Sports Med. 2018 Nov;48(11):2675-2676. doi: 10.1007/s40279-018-0921-5. No abstract available. ","Sports Med.  2018","PubMed","citation","PMID:29700784","pubmed","29700784","create date:2018/04/28 | first author:Stevens CJ",
"Aerobic Training Protects Cardiac Function During Advancing Age: A Meta-Analysis of Four Decades of Controlled Studies.","/pubmed/30374946","Beaumont AJ, Grace FM, Richards JC, Campbell AK, Sculthorpe NF.","Sports Med. 2018 Oct 29. doi: 10.1007/s40279-018-1004-3. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30374946","pubmed","30374946","create date:2018/10/31 | first author:Beaumont AJ",
"A Randomized Crossover Study Investigating the Running Economy of Highly-Trained Male and Female Distance Runners in Marathon Racing Shoes versus Track Spikes.","/pubmed/30374945","Barnes KR, Kilding AE.","Sports Med. 2018 Oct 29. doi: 10.1007/s40279-018-1012-3. [Epub ahead of print]","Sports Med.  2018","PubMed","citation","PMID:30374945","pubmed","30374945","create date:2018/10/31 | first author:Barnes KR",
"Prevalence of Risk for Exercise Dependence: A Systematic Review.","/pubmed/30374944","Marques A, Peralta M, Sarmento H, Loureiro V, Gouveia ÉR, Gaspar de Matos M.","Sports Med. 2018 Oct 29. doi: 10.1007/s40279-018-1011-4. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30374944","pubmed","30374944","create date:2018/10/31 | first author:Marques A",
"Maximal Sprint Speed and the Anaerobic Speed Reserve Domain: The Untapped Tools that Differentiate the World's Best Male 800 m Runners.","/pubmed/30374943","Sandford GN, Kilding AE, Ross A, Laursen PB.","Sports Med. 2018 Oct 29. doi: 10.1007/s40279-018-1010-5. [Epub ahead of print]","Sports Med.  2018","PubMed","citation","PMID:30374943","pubmed","30374943","create date:2018/10/31 | first author:Sandford GN",
"Effects of Evening Exercise on Sleep in Healthy Participants: A Systematic Review and Meta-Analysis.","/pubmed/30374942","Stutz J, Eiholzer R, Spengler CM.","Sports Med. 2018 Oct 29. doi: 10.1007/s40279-018-1015-0. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30374942","pubmed","30374942","create date:2018/10/31 | first author:Stutz J",
"Effect of Exercise Intervention on Cardiac Function in Type 2 Diabetes Mellitus: A Systematic Review.","/pubmed/30357657","Verboven M, Van Ryckeghem L, Belkhouribchia J, Dendale P, Eijnde BO, Hansen D, Bito V.","Sports Med. 2018 Oct 24. doi: 10.1007/s40279-018-1003-4. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30357657","pubmed","30357657","create date:2018/10/26 | first author:Verboven M",
"Does Aerobic Training Promote the Same Skeletal Muscle Hypertrophy as Resistance Training? A Systematic Review and Meta-Analysis.","/pubmed/30341595","Grgic J, Mcllvenna LC, Fyfe JJ, Sabol F, Bishop DJ, Schoenfeld BJ, Pedisic Z.","Sports Med. 2018 Oct 20. doi: 10.1007/s40279-018-1008-z. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30341595","pubmed","30341595","create date:2018/10/21 | first author:Grgic J",
"Effects of Blood Flow Restriction Training on Muscular Strength and Hypertrophy in Older Individuals: A Systematic Review and Meta-Analysis.","/pubmed/30306467","Centner C, Wiegel P, Gollhofer A, König D.","Sports Med. 2018 Oct 10. doi: 10.1007/s40279-018-0994-1. [Epub ahead of print] Review. Erratum in: Sports Med. 2018 Nov 9;:. ","Sports Med.  2018","PubMed","citation","PMID:30306467","pubmed","30306467","create date:2018/10/12 | first author:Centner C",
"The Influence of Caffeine Supplementation on Resistance Exercise: A Review.","/pubmed/30298476","Grgic J, Mikulic P, Schoenfeld BJ, Bishop DJ, Pedisic Z.","Sports Med. 2018 Oct 8. doi: 10.1007/s40279-018-0997-y. [Epub ahead of print] Review.","Sports Med.  2018","PubMed","citation","PMID:30298476","pubmed","30298476","create date:2018/10/10 | first author:Grgic J",
"Time for a Different Approach to Anterior Cruciate Ligament Injuries: Educate and Create Realistic Expectations.","/pubmed/30284693","Zadro JR, Pappas E.","Sports Med. 2018 Oct 4. doi: 10.1007/s40279-018-0995-0. [Epub ahead of print]","Sports Med.  2018","PubMed","citation","PMID:30284693","pubmed","30284693","create date:2018/10/05 | first author:Zadro JR",
"Comment on: Substrate Metabolism During Ironman Triathlon: Different Horses on the Same Courses.","/pubmed/30120725","Webster CC, Smith JA.","Sports Med. 2018 Oct;48(10):2421-2422. doi: 10.1007/s40279-018-0972-7. No abstract available. ","Sports Med.  2018","PubMed","citation","PMID:30120725","pubmed","30120725","create date:2018/08/19 | first author:Webster CC",
"Authors' Reply to Webster and Smith: Comment on: ""Substrate Metabolism During Ironman Triathlon: Different Horses on the Same Courses"".","/pubmed/30120724","Maunder E, Kilding AE, Plews DJ.","Sports Med. 2018 Oct;48(10):2423-2424. doi: 10.1007/s40279-018-0971-8. No abstract available. ","Sports Med.  2018","PubMed","citation","PMID:30120724","pubmed","30120724","create date:2018/08/19 | first author:Maunder E",
"The Effects of Balance Training on Balance Performance and Functional Outcome Measures Following Total Knee Arthroplasty: A Systematic Review and Meta-Analysis.","/pubmed/30117054","Doma K, Grant A, Morris J.","Sports Med. 2018 Oct;48(10):2367-2385. doi: 10.1007/s40279-018-0964-7. Review.","Sports Med.  2018","PubMed","citation","PMID:30117054","pubmed","30117054","create date:2018/08/18 | first author:Doma K",
"Intra- and Inter-Muscular Variations in Hamstring Architecture and Mechanics and Their Implications for Injury: A Narrative Review.","/pubmed/30117053","Kellis E.","Sports Med. 2018 Oct;48(10):2271-2283. doi: 10.1007/s40279-018-0975-4.","Sports Med.  2018","PubMed","citation","PMID:30117053","pubmed","30117053","create date:2018/08/18 | first author:Kellis E",
"The Effect of Angle and Velocity on Change of Direction Biomechanics: An Angle-Velocity Trade-Off.","/pubmed/30094799","Dos'Santos T, Thomas C, Comfort P, Jones PA.","Sports Med. 2018 Oct;48(10):2235-2253. doi: 10.1007/s40279-018-0968-3. Review.","Sports Med.  2018","PubMed","citation","PMID:30094799 | PMCID:PMC6132493","pubmed","30094799","create date:2018/08/11 | first author:Dos'Santos T",
"Correction to: The Effect of Acute Caffeine Ingestion on Endurance Performance: A Systematic Review and Meta-Analysis.","/pubmed/30094798","Southward K, Rutherfurd-Markwick KJ, Ali A.","Sports Med. 2018 Oct;48(10):2425-2441. doi: 10.1007/s40279-018-0967-4.","Sports Med.  2018","PubMed","citation","PMID:30094798","pubmed","30094798","create date:2018/08/11 | first author:Southward K",
"Physical Activity Questionnaires for Pregnancy: A Systematic Review of Measurement Properties.","/pubmed/30094797","Sattler MC, Jaunig J, Watson ED, van Poppel MNM, Mokkink LB, Terwee CB, Dietz P.","Sports Med. 2018 Oct;48(10):2317-2346. doi: 10.1007/s40279-018-0961-x. Review.","Sports Med.  2018","PubMed","citation","PMID:30094797 | PMCID:PMC6132497","pubmed","30094797","create date:2018/08/11 | first author:Sattler MC",
"The Acute Metabolic and Vascular Impact of Interrupting Prolonged Sitting: A Systematic Review and Meta-Analysis.","/pubmed/30078066","Saunders TJ, Atkinson HF, Burr J, MacEwen B, Skeaff CM, Peddie MC.","Sports Med. 2018 Oct;48(10):2347-2366. doi: 10.1007/s40279-018-0963-8. Review.","Sports Med.  2018","PubMed","citation","PMID:30078066","pubmed","30078066","create date:2018/08/06 | first author:Saunders TJ",
"Profiling the Responses of Soccer Substitutes: A Review of Current Literature.","/pubmed/30051171","Hills SP, Barwood MJ, Radcliffe JN, Cooke CB, Kilduff LP, Cook CJ, Russell M.","Sports Med. 2018 Oct;48(10):2255-2269. doi: 10.1007/s40279-018-0962-9. Review.","Sports Med.  2018","PubMed","citation","PMID:30051171","pubmed","30051171","create date:2018/07/28 | first author:Hills SP",
"Cricket Injury Epidemiology in the Twenty-First Century: What is the Burden?","/pubmed/30019111","Soomro N, Strasiotto L, Sawdagar T, Lyle D, Mills D, Ferdinands R, Sanders R.","Sports Med. 2018 Oct;48(10):2301-2316. doi: 10.1007/s40279-018-0960-y. Review.","Sports Med.  2018","PubMed","citation","PMID:30019111","pubmed","30019111","create date:2018/07/19 | first author:Soomro N",
