Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Media: Review - Healthtalk: an excellent website to help understand the experiences of patients.","/pubmed/30528851","Loughran I.","J Physiother. 2019 Jan;65(1):61. doi: 10.1016/j.jphys.2018.10.002. Epub 2018 Dec 6. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30528851","pubmed","30528851","create date:2018/12/12 | first author:Loughran I",
"Critically appraised paper: Hip arthroscopy is more effective than personalised hip therapy for improving hip-related quality of life in patients with femoroacetabular impingement syndrome [synopsis].","/pubmed/30527538","Øiestad BE.","J Physiother. 2019 Jan;65(1):51. doi: 10.1016/j.jphys.2018.08.010. Epub 2018 Dec 5. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30527538","pubmed","30527538","create date:2018/12/12 | first author:Øiestad BE",
"Clinimetrics: Short Western Ontario Rotator Cuff Index.","/pubmed/30527537","Furtado R, MacDermid JC.","J Physiother. 2019 Jan;65(1):56. doi: 10.1016/j.jphys.2018.10.005. Epub 2018 Dec 5. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30527537","pubmed","30527537","create date:2018/12/12 | first author:Furtado R",
"Critically appraised paper: The '11+ Kids' warm-up program performed at least once a week reduces severe and lower extremity injuries in children playing football [synopsis].","/pubmed/30527536","Shields N.","J Physiother. 2019 Jan;65(1):53. doi: 10.1016/j.jphys.2018.10.003. Epub 2018 Dec 5. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30527536","pubmed","30527536","create date:2018/12/12 | first author:Shields N",
"Critically appraised paper: The 11+ Kids' warm-up program performed at least once a week reduces severe and lower extremity injuries in children playing football [commentary].","/pubmed/30527535","Spurrier D.","J Physiother. 2019 Jan;65(1):53. doi: 10.1016/j.jphys.2018.10.001. Epub 2018 Dec 5. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30527535","pubmed","30527535","create date:2018/12/12 | first author:Spurrier D",
"Appraisal of Clinical Practice Guideline: Early and locally advanced breast cancer: diagnosis and management. NICE guideline [NG101].","/pubmed/30527534","Hancock MJ.","J Physiother. 2019 Jan;65(1):57. doi: 10.1016/j.jphys.2018.11.001. Epub 2018 Dec 5. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30527534","pubmed","30527534","create date:2018/12/12 | first author:Hancock MJ",
"Critically appraised paper: A 12-week pedometer-based intervention, delivered in primary care, produces long-term gains in physical activity [synopsis].","/pubmed/30527511","Hill K.","J Physiother. 2019 Jan;65(1):54. doi: 10.1016/j.jphys.2018.08.013. Epub 2018 Dec 7. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30527511","pubmed","30527511","create date:2018/12/12 | first author:Hill K",
"Critically appraised paper: Multidisciplinary inpatient rehabilitation for multiple sclerosis may delay declines in health-related quality of life over 6 months [commentary].","/pubmed/30527510","Freeman J.","J Physiother. 2019 Jan;65(1):52. doi: 10.1016/j.jphys.2018.08.012. Epub 2018 Dec 7. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30527510","pubmed","30527510","create date:2018/12/12 | first author:Freeman J",
"Research Note: Twin studies and their value for physiotherapy research.","/pubmed/30527509","Ferreira P, Craig J, Hopper JL.","J Physiother. 2019 Jan;65(1):58-60. doi: 10.1016/j.jphys.2018.10.004. Epub 2018 Dec 7. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30527509","pubmed","30527509","create date:2018/12/12 | first author:Ferreira P",
"Critically appraised paper: Multidisciplinary inpatient rehabilitation for multiple sclerosis may delay declines in health-related quality of life over 6 months [synopsis].","/pubmed/30527508","Plummer P.","J Physiother. 2019 Jan;65(1):52. doi: 10.1016/j.jphys.2018.08.011. Epub 2018 Dec 7. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30527508","pubmed","30527508","create date:2018/12/12 | first author:Plummer P",
"Clinimetrics: The Wheelchair User's Shoulder Pain Index (WUSPI).","/pubmed/30190213","Harvey LA, Glinsky JV.","J Physiother. 2019 Jan;65(1):55. doi: 10.1016/j.jphys.2018.07.001. Epub 2018 Sep 3. No abstract available. ","J Physiother.  2019","PubMed","citation","PMID:30190213","pubmed","30190213","create date:2018/09/08 | first author:Harvey LA",
"Interventions involving repetitive practice improve strength after stroke: a systematic review.","/pubmed/30245180","de Sousa DG, Harvey LA, Dorsch S, Glinsky JV.","J Physiother. 2018 Oct;64(4):210-221. doi: 10.1016/j.jphys.2018.08.004. Epub 2018 Sep 21.","J Physiother.  2018","PubMed","citation","PMID:30245180","pubmed","30245180","create date:2018/09/25 | first author:de Sousa DG",
"Virtual Special Issue on low back pain.","/pubmed/30241914","Hush J, Elkins M.","J Physiother. 2018 Oct;64(4):208-209. doi: 10.1016/j.jphys.2018.08.008. Epub 2018 Sep 18. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30241914","pubmed","30241914","create date:2018/09/23 | first author:Hush J",
"Manual lymph drainage may not have a preventive effect on the development of breast cancer-related lymphoedema in the long term: a randomised trial.","/pubmed/30241913","Devoogdt N, Geraerts I, Van Kampen M, De Vrieze T, Vos L, Neven P, Vergote I, Christiaens MR, Thomis S, De Groef A.","J Physiother. 2018 Oct;64(4):245-254. doi: 10.1016/j.jphys.2018.08.007. Epub 2018 Sep 18.","J Physiother.  2018","PubMed","citation","PMID:30241913","pubmed","30241913","create date:2018/09/23 | first author:Devoogdt N",
"Additional structured physical activity does not improve walking in older people (>60years) undergoing inpatient rehabilitation: a randomised trial.","/pubmed/30236471","Said CM, Morris ME, McGinley JL, Szoeke C, Workman B, Liew D, Hill KD, Woodward M, Wittwer JE, Churilov L, Danoudis M, Bernhardt J.","J Physiother. 2018 Oct;64(4):237-244. doi: 10.1016/j.jphys.2018.08.006. Epub 2018 Sep 17.","J Physiother.  2018","PubMed","citation","PMID:30236471","pubmed","30236471","create date:2018/09/22 | first author:Said CM",
"Staff and patients have mostly positive perceptions of physiotherapists working in emergency departments: a systematic review.","/pubmed/30220626","Ferreira GE, Traeger AC, O'Keeffe M, Maher CG.","J Physiother. 2018 Oct;64(4):229-236. doi: 10.1016/j.jphys.2018.08.001. Epub 2018 Sep 13.","J Physiother.  2018","PubMed","citation","PMID:30220626","pubmed","30220626","create date:2018/09/18 | first author:Ferreira GE",
"Multimodality respiratory physiotherapy reduces mortality but may not prevent ventilator-associated pneumonia or reduce length of stay in the intensive care unit: a systematic review.","/pubmed/30220625","Pozuelo-Carrascosa DP, Torres-Costoso A, Alvarez-Bueno C, Cavero-Redondo I, López Muñoz P, Martínez-Vizcaíno V.","J Physiother. 2018 Oct;64(4):222-228. doi: 10.1016/j.jphys.2018.08.005. Epub 2018 Sep 13.","J Physiother.  2018","PubMed","citation","PMID:30220625","pubmed","30220625","create date:2018/09/18 | first author:Pozuelo-Carrascosa DP",
"Motivational interviewing added to oncology rehabilitation did not improve moderate-intensity physical activity in cancer survivors: a randomised trial.","/pubmed/30217412","Dennett AM, Shields N, Peiris CL, Prendergast LA, O'Halloran PD, Parente P, Taylor NF.","J Physiother. 2018 Oct;64(4):255-263. doi: 10.1016/j.jphys.2018.08.003. Epub 2018 Sep 11.","J Physiother.  2018","PubMed","citation","PMID:30217412","pubmed","30217412","create date:2018/09/16 | first author:Dennett AM",
"Critically appraised paper: Short-term preoperative exercise training improves exercise capacity and reduces postoperative pulmonary complications in people undergoing lung cancer surgery [commentary].","/pubmed/30217411","Granger C.","J Physiother. 2018 Oct;64(4):266. doi: 10.1016/j.jphys.2018.07.006. Epub 2018 Sep 11. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30217411","pubmed","30217411","create date:2018/09/16 | first author:Granger C",
"Critically appraised paper: Workplace physical exercise reduces musculoskeletal pain among healthcare workers more than home-based exercise [commentary].","/pubmed/30213579","Heuch I, Storheim K.","J Physiother. 2018 Oct;64(4):265. doi: 10.1016/j.jphys.2018.06.002. Epub 2018 Sep 10. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30213579","pubmed","30213579","create date:2018/09/15 | first author:Heuch I",
"Critically appraised paper: Long-term, individualised physical activity and exercise coaching does not improve maintenance of motor function after stroke [commentary].","/pubmed/30213578","Preston E.","J Physiother. 2018 Oct;64(4):264. doi: 10.1016/j.jphys.2018.06.004. Epub 2018 Sep 10. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30213578","pubmed","30213578","create date:2018/09/15 | first author:Preston E",
"Critically appraised paper: Short-term preoperative exercise training improves exercise capacity and reduces postoperative pulmonary complications in people undergoing lung cancer surgery [synopsis].","/pubmed/30213577","Cavalheri V.","J Physiother. 2018 Oct;64(4):266. doi: 10.1016/j.jphys.2018.07.007. Epub 2018 Sep 10. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30213577","pubmed","30213577","create date:2018/09/15 | first author:Cavalheri V",
"Critically appraised paper: The addition of exercise training to a weight-loss program improves clinical control in adults with asthma [synopsis].","/pubmed/30213576","Cavalheri V.","J Physiother. 2018 Oct;64(4):267. doi: 10.1016/j.jphys.2018.07.011. Epub 2018 Sep 10. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30213576","pubmed","30213576","create date:2018/09/15 | first author:Cavalheri V",
"Critically appraised paper: The addition of exercise training to a weight-loss program improves clinical control in adults with asthma [commentary].","/pubmed/30201429","Wood L.","J Physiother. 2018 Oct;64(4):267. doi: 10.1016/j.jphys.2018.07.010. Epub 2018 Sep 7. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30201429","pubmed","30201429","create date:2018/09/12 | first author:Wood L",
"Keep the momentum going: pushing the boundaries of clinical learning and assessment.","/pubmed/30201428","Chipchase L, Blackstock F, Patman S, Barnett-Harris A.","J Physiother. 2018 Oct;64(4):205-207. doi: 10.1016/j.jphys.2018.08.002. Epub 2018 Sep 7. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30201428","pubmed","30201428","create date:2018/09/12 | first author:Chipchase L",
"Clinimetrics: Measuring Yourself Medical Outcome Profile.","/pubmed/30193743","Verhagen AP.","J Physiother. 2018 Oct;64(4):268. doi: 10.1016/j.jphys.2018.07.004. Epub 2018 Sep 5. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30193743","pubmed","30193743","create date:2018/09/09 | first author:Verhagen AP",
"Clinimetrics: Amyotrophic Lateral Sclerosis Functional Rating Scale-revised (ALSFRS-R).","/pubmed/30193742","Lee M, McCambridge A.","J Physiother. 2018 Oct;64(4):269-270. doi: 10.1016/j.jphys.2018.07.005. Epub 2018 Sep 5. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30193742","pubmed","30193742","create date:2018/09/09 | first author:Lee M",
"Appraisal of Clinical Practice Guideline: COPD-X Australian and New Zealand guidelines for the diagnosis and management of chronic obstructive pulmonary disease: 2017 update.","/pubmed/30190219","Hancock M.","J Physiother. 2018 Oct;64(4):271. doi: 10.1016/j.jphys.2018.07.009. Epub 2018 Sep 3. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30190219","pubmed","30190219","create date:2018/09/08 | first author:Hancock M",
"Research Note: The smallest worthwhile effect of a health intervention.","/pubmed/30190218","Ferreira M.","J Physiother. 2018 Oct;64(4):272-274. doi: 10.1016/j.jphys.2018.07.008. Epub 2018 Sep 3. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30190218","pubmed","30190218","create date:2018/09/08 | first author:Ferreira M",
"Critically appraised paper: Workplace physical exercise reduces musculoskeletal pain among healthcare workers more than home-based exercise [synopsis].","/pubmed/30190217","Vigdal ØN, Grotle M, Hagen KB.","J Physiother. 2018 Oct;64(4):265. doi: 10.1016/j.jphys.2018.06.003. Epub 2018 Sep 3. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30190217","pubmed","30190217","create date:2018/09/08 | first author:Vigdal ØN",
"Appraisal of Clinical Practice Guideline: Knee Stability and Movement Coordination Impairments: Knee Ligament Sprain.","/pubmed/30190216","Nazari G.","J Physiother. 2018 Oct;64(4):271. doi: 10.1016/j.jphys.2018.07.003. Epub 2018 Sep 3. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30190216","pubmed","30190216","create date:2018/09/08 | first author:Nazari G",
"Media: Review - Pulmonary Rehabilitation Toolkit: a physiotherapist's perspective.","/pubmed/30190215","Dale M.","J Physiother. 2018 Oct;64(4):275-276. doi: 10.1016/j.jphys.2018.07.002. Epub 2018 Sep 3. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30190215","pubmed","30190215","create date:2018/09/08 | first author:Dale M",
"Critically appraised paper: Long-term, individualised physical activity and exercise coaching does not improve maintenance of motor function after stroke [synopsis].","/pubmed/30190214","Plummer P.","J Physiother. 2018 Oct;64(4):264. doi: 10.1016/j.jphys.2018.06.001. Epub 2018 Sep 3. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:30190214","pubmed","30190214","create date:2018/09/08 | first author:Plummer P",
"Additional weekend allied health services reduce length of stay in subacute rehabilitation wards but their effectiveness and cost-effectiveness are unclear in acute general medical and surgical hospital wards: a systematic review.","/pubmed/29929739","Sarkies MN, White J, Henderson K, Haas R, Bowles J; Evidence Translation in Allied Health (EviTAH) Group..","J Physiother. 2018 Jul;64(3):142-158. doi: 10.1016/j.jphys.2018.05.004. Epub 2018 Jun 19.","J Physiother.  2018","PubMed","citation","PMID:29929739","pubmed","29929739","create date:2018/06/23 | first author:Sarkies MN",
"Appraisal of Clinical Practice Guideline: American Academy of Orthopaedic Surgeons Clinical Practice Guideline on the Management of Osteoarthritis of the Hip.","/pubmed/29914809","Lu Z, MacDermid JC.","J Physiother. 2018 Jul;64(3):199. doi: 10.1016/j.jphys.2018.02.016. Epub 2018 Jun 15. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29914809","pubmed","29914809","create date:2018/06/20 | first author:Lu Z",
"Pelvic floor muscle training increases pelvic floor muscle strength more in post-menopausal women who are not using hormone therapy than in women who are using hormone therapy: a randomised trial.","/pubmed/29914808","Ignácio Antônio F, Herbert RD, Bø K, Rosa-E-Silva ACJS, Lara LAS, Franco MM, Ferreira CHJ.","J Physiother. 2018 Jul;64(3):166-171. doi: 10.1016/j.jphys.2018.05.002. Epub 2018 Jun 15.","J Physiother.  2018","PubMed","citation","PMID:29914808","pubmed","29914808","create date:2018/06/20 | first author:Ignácio Antônio F",
"Clinimetrics: Modified Canadian Aerobic Fitness Test.","/pubmed/29914807","Nazari G.","J Physiother. 2018 Jul;64(3):197. doi: 10.1016/j.jphys.2018.02.017. Epub 2018 Jun 15. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29914807","pubmed","29914807","create date:2018/06/20 | first author:Nazari G",
"Correspondence: Time-based versus repetition-based sit-to-stand measures: choice of metrics matters.","/pubmed/29914806","Pua YH, Thumboo J, Clark RA.","J Physiother. 2018 Jul;64(3):200-201. doi: 10.1016/j.jphys.2018.05.010. Epub 2018 Jun 15. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29914806","pubmed","29914806","create date:2018/06/20 | first author:Pua YH",
"Physiotherapy education is a good financial investment, up to a certain level of student debt: an inter-professional economic analysis.","/pubmed/29914805","Shields RK, Dudley-Javoroski S.","J Physiother. 2018 Jul;64(3):183-191. doi: 10.1016/j.jphys.2018.05.009. Epub 2018 Jun 15.","J Physiother.  2018","PubMed","citation","PMID:29914805","pubmed","29914805","create date:2018/06/20 | first author:Shields RK",
"Downton Fall Risk Index during hospitalisation is associated with fall-related injuries after discharge: a longitudinal observational study.","/pubmed/29914804","Mojtaba M, Alinaghizadeh H, Rydwik E.","J Physiother. 2018 Jul;64(3):172-177. doi: 10.1016/j.jphys.2018.05.005. Epub 2018 Jun 15.","J Physiother.  2018","PubMed","citation","PMID:29914804","pubmed","29914804","create date:2018/06/20 | first author:Mojtaba M",
"Critically appraised paper: Preoperative physiotherapy education halved postoperative pulmonary complications in patients after upper abdominal surgery [commentary].","/pubmed/29908854","Patman S.","J Physiother. 2018 Jul;64(3):195. doi: 10.1016/j.jphys.2018.04.007. Epub 2018 Jun 19. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29908854","pubmed","29908854","create date:2018/06/18 | first author:Patman S",
"Exercise programs may be effective in preventing a new episode of neck pain: a systematic review and meta-analysis.","/pubmed/29908853","de Campos TF, Maher CG, Steffens D, Fuller JT, Hancock MJ.","J Physiother. 2018 Jul;64(3):159-165. doi: 10.1016/j.jphys.2018.05.003. Epub 2018 Jun 19.","J Physiother.  2018","PubMed","citation","PMID:29908853","pubmed","29908853","create date:2018/06/18 | first author:de Campos TF",
"Trial Protocol: The use of mindfulness-based intervention for improving bracing compliance for adolescent idiopathic scoliosis patients: protocol for a randomised, controlled trial.","/pubmed/29907335","Yip BHK, Li X, Leung CHY, Gao T, Chung VCH, Yu FWP, Lam TP, Cheng JCY, Wong SYS.","J Physiother. 2018 Jul;64(3):193. doi: 10.1016/j.jphys.2018.02.019. Epub 2018 Jun 12.","J Physiother.  2018","PubMed","citation","PMID:29907335","pubmed","29907335","create date:2018/06/17 | first author:Yip BHK",
"Trial Protocol: Cognitive functional therapy compared with combined manual therapy and motor control exercise for people with non-specific chronic low back pain: protocol for a randomised, controlled trial.","/pubmed/29903598","Belache FTC, Souza CP, Fernandez J, Castro J, Ferreira PDS, Rosa ERS, Araújo NCG, Reis FJJ, Almeida RS, Nogueira LAC, Correia LCL, Meziat-Filho N.","J Physiother. 2018 Jul;64(3):192. doi: 10.1016/j.jphys.2018.02.018. Epub 2018 Jun 11.","J Physiother.  2018","PubMed","citation","PMID:29903598","pubmed","29903598","create date:2018/06/16 | first author:Belache FTC",
"Media: painHEALTH: an evidence-based website for adult consumers experiencing musculoskeletal pain.","/pubmed/29903597","White R.","J Physiother. 2018 Jul;64(3):202-203. doi: 10.1016/j.jphys.2018.03.001. Epub 2018 Jun 11. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29903597","pubmed","29903597","create date:2018/06/16 | first author:White R",
"Critically appraised paper: Preoperative physiotherapy education halved postoperative pulmonary complications in patients after upper abdominal surgery [synopsis].","/pubmed/29903596","Shields N.","J Physiother. 2018 Jul;64(3):194. doi: 10.1016/j.jphys.2018.04.008. Epub 2018 Jun 11. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29903596","pubmed","29903596","create date:2018/06/16 | first author:Shields N",
"The likelihood of general practitioners referring patients to physiotherapists is low for some health problems: secondary analysis of the Bettering the Evaluation and Care of Health (BEACH) observational study.","/pubmed/29903595","Dennis S, Watts I, Pan Y, Britt H.","J Physiother. 2018 Jul;64(3):178-182. doi: 10.1016/j.jphys.2018.05.006. Epub 2018 Jun 11.","J Physiother.  2018","PubMed","citation","PMID:29903595","pubmed","29903595","create date:2018/06/16 | first author:Dennis S",
"Critically appraised paper: Preoperative physiotherapy education halved postoperative pulmonary complications in patients after upper abdominal surgery [commentary].","/pubmed/29895420","Jones A.","J Physiother. 2018 Jul;64(3):194. doi: 10.1016/j.jphys.2018.04.006. Epub 2018 Jun 9. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29895420","pubmed","29895420","create date:2018/06/14 | first author:Jones A",
"Critically appraised paper: Preoperative physiotherapy education halved postoperative pulmonary complications in patients after upper abdominal surgery [commentary].","/pubmed/29895419","Boden I; LIPPSMAck POP investigators..","J Physiother. 2018 Jul;64(3):195-196. doi: 10.1016/j.jphys.2018.04.005. Epub 2018 Jun 9. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29895419","pubmed","29895419","create date:2018/06/14 | first author:Boden I",
"Critically appraised paper: Preoperative physiotherapy education halved postoperative pulmonary complications in patients after upper abdominal surgery [commentary].","/pubmed/29895418","Carvalho CR.","J Physiother. 2018 Jul;64(3):195. doi: 10.1016/j.jphys.2018.04.004. Epub 2018 Jun 9. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29895418","pubmed","29895418","create date:2018/06/14 | first author:Carvalho CR",
"Words and perceptions: therapy or threat?","/pubmed/29895417","Johnston KN, Williams MT.","J Physiother. 2018 Jul;64(3):137-139. doi: 10.1016/j.jphys.2018.04.002. Epub 2018 Jun 9. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29895417","pubmed","29895417","create date:2018/06/14 | first author:Johnston KN",
"Clinimetrics: Hospital Anxiety and Depression Scale.","/pubmed/29895416","Beekman E, Verhagen A.","J Physiother. 2018 Jul;64(3):198. doi: 10.1016/j.jphys.2018.04.003. Epub 2018 Jun 9. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29895416","pubmed","29895416","create date:2018/06/14 | first author:Beekman E",
"Appraisal of Clinical Practice Guideline: 2018 Guidelines for the Early Management of Patients with Acute Ischemic Stroke.","/pubmed/29807780","Pocovi N.","J Physiother. 2018 Jul;64(3):199. doi: 10.1016/j.jphys.2018.04.001. Epub 2018 May 25. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29807780","pubmed","29807780","create date:2018/05/29 | first author:Pocovi N",
"Correspondence: Living systematic reviews.","/pubmed/29661377","Bagg MK, McAuley JH.","J Physiother. 2018 Apr;64(2):133. doi: 10.1016/j.jphys.2018.02.015. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29661377","pubmed","29661377","create date:2018/04/18 | first author:Bagg MK",
"Comparing interventions with network meta-analysis.","/pubmed/29661376","Bagg MK, Salanti G, McAuley JH.","J Physiother. 2018 Apr;64(2):128-132. doi: 10.1016/j.jphys.2018.02.014. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29661376","pubmed","29661376","create date:2018/04/18 | first author:Bagg MK",
"Trial Protocol: Home-based exercise programs to prevent falls and upper limb dysfunction among community-dwelling older people: study protocol for the BEST (Balance Exercise Strength Training) at Home randomised, controlled trial.","/pubmed/29605522","Bates A, Furber S, Tiedemann A, Ginn K, van den Dolder P, Howard K, Bauman A, Chittenden C, Franco L, Kershaw M, Sherrington C.","J Physiother. 2018 Apr;64(2):121. doi: 10.1016/j.jphys.2017.10.001. Epub 2018 Mar 28.","J Physiother.  2018","PubMed","citation","PMID:29605522","pubmed","29605522","create date:2018/04/02 | first author:Bates A",
"Standard restrictive sternal precautions and modified sternal precautions had similar effects in people after cardiac surgery via median sternotomy ('SMART' Trial): a randomised trial.","/pubmed/29602750","Katijjahbe MA, Granger CL, Denehy L, Royse A, Royse C, Bates R, Logie S, Nur Ayub MA, Clarke S, El-Ansary D.","J Physiother. 2018 Apr;64(2):97-106. doi: 10.1016/j.jphys.2018.02.013. Epub 2018 Mar 27.","J Physiother.  2018","PubMed","citation","PMID:29602750","pubmed","29602750","create date:2018/04/01 | first author:Katijjahbe MA",
"Opportunities for cross-disciplinary care partnerships in physiotherapy.","/pubmed/29602749","Ackerman IN, Soh SE, Barker AL.","J Physiother. 2018 Apr;64(2):69-71. doi: 10.1016/j.jphys.2018.02.008. Epub 2018 Mar 27. No abstract available. ","J Physiother.  2018","PubMed","citation","PMID:29602749","pubmed","29602749","create date:2018/04/01 | first author:Ackerman IN",
"Progressive resistance training increases strength after stroke but this may not carry over to activity: a systematic review.","/pubmed/29602748","Dorsch S, Ada L, Alloggia D.","J Physiother. 2018 Apr;64(2):84-90. doi: 10.1016/j.jphys.2018.02.012. Epub 2018 Mar 27.","J Physiother.  2018","PubMed","citation","PMID:29602748","pubmed","29602748","create date:2018/04/01 | first author:Dorsch S",
