Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties;;;;
"New UN compact for migration falls short on health.,""/pubmed/30567702"",""Bozorgmehr K, Biddle L."",""BMJ. 2018 Dec 19";"363:k5327. doi: 10.1136/bmj.k5327. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567702"",""pubmed"",""30567702"",""create date:2018/12/21 | first author:Bozorgmehr K"",";;;
"Women's hospitals of the first world war: sexist assumption that women must be nurses.,""/pubmed/30567701"",""Davies M."",""BMJ. 2018 Dec 19";"363:k5210. doi: 10.1136/bmj.k5210. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567701"",""pubmed"",""30567701"",""create date:2018/12/21 | first author:Davies M"",";;;
"Salt reduction: food companies fail to achieve half of government targets, report finds.,""/pubmed/30567700"",""Mayor S."",""BMJ. 2018 Dec 19";"363:k5362. doi: 10.1136/bmj.k5362. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567700"",""pubmed"",""30567700"",""create date:2018/12/21 | first author:Mayor S"",";;;
"Junior doctors could be stopped from working in UK under new immigration rules, health leaders warn.,""/pubmed/30567699"",""Iacobucci G."",""BMJ. 2018 Dec 19";"363:k5368. doi: 10.1136/bmj.k5368. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567699"",""pubmed"",""30567699"",""create date:2018/12/21 | first author:Iacobucci G"",";;;
"NHS safety culture needs radical change, says CQC.,""/pubmed/30567698"",""Wise J."",""BMJ. 2018 Dec 19";"363:k5359. doi: 10.1136/bmj.k5359. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567698"",""pubmed"",""30567698"",""create date:2018/12/21 | first author:Wise J"",";;;
"Sixty seconds on . . . Apple ECG.,""/pubmed/30567697"",""Dyer O."",""BMJ. 2018 Dec 19";"363:k5364. doi: 10.1136/bmj.k5364. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30567697"",""pubmed"",""30567697"",""create date:2018/12/21 | first author:Dyer O"",";;;
"Treatment resistant depression: what are the options?,""/pubmed/30563939"",""McLachlan G."",""BMJ. 2018 Dec 18";"363:k5354. doi: 10.1136/bmj.k5354. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30563939"",""pubmed"",""30563939"",""create date:2018/12/20 | first author:McLachlan G"",";;;
"£26m spent on private consultancy firms to aid NHS reorganisation, BMA finds.,""/pubmed/30563930"",""Rimmer A."",""BMJ. 2018 Dec 18";"363:k5347. doi: 10.1136/bmj.k5347. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30563930"",""pubmed"",""30563930"",""create date:2018/12/20 | first author:Rimmer A"",";;;
"Artificial intelligence may not recognise the nuances of general practice.,""/pubmed/30563916"",""Hopcroft K."",""BMJ. 2018 Dec 18";"363:k5205. doi: 10.1136/bmj.k5205. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30563916"",""pubmed"",""30563916"",""create date:2018/12/20 | first author:Hopcroft K"",";;;
"Dual antiplatelet therapy with aspirin and clopidogrel for acute high risk transient ischaemic attack and minor ischaemic stroke: a clinical practice guideline.,""/pubmed/30563885"",""Prasad K, Siemieniuk R, Hao Q, Guyatt G, O'Donnell M, Lytvyn L, Heen AF, Agoritsas T, Vandvik PO, Gorthi SP, Fisch L, Jusufovic M, Muller J, Booth B, Horton E, Fraiz A, Siemieniuk J, Fobuzi AC, Katragunta N, Rochwerg B."",""BMJ. 2018 Dec 18";363:k5130. doi: 10.1136/bmj.k5130. Erratum in: BMJ. 2019 Jan 10;"364:l103. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30563885"",""pubmed"",""30563885"",""create date:2018/12/20 | first author:Prasad K"",";;
"The end of Brazil's More Doctors programme?,""/pubmed/30563884"",""Pacheco Santos LM, Millett C, Rasella D, Hone T."",""BMJ. 2018 Dec 18";"363:k5247. doi: 10.1136/bmj.k5247. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30563884"",""pubmed"",""30563884"",""create date:2018/12/20 | first author:Pacheco Santos LM"",";;;
"Doctor is jailed for 12 years for sexual assaults on boys at two Sussex hospitals.,""/pubmed/30563871"",""Dyer C."",""BMJ. 2018 Dec 18";"363:k5348. doi: 10.1136/bmj.k5348. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30563871"",""pubmed"",""30563871"",""create date:2018/12/20 | first author:Dyer C"",";;;
"Clopidogrel plus aspirin versus aspirin alone for acute minor ischaemic stroke or high risk transient ischaemic attack: systematic review and meta-analysis.,""/pubmed/30563866"",""Hao Q, Tampi M, O'Donnell M, Foroutan F, Siemieniuk RA, Guyatt G."",""BMJ. 2018 Dec 18";"363:k5108. doi: 10.1136/bmj.k5108."",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30563866 | PMCID:PMC6298178"",""pubmed"",""30563866"",""create date:2018/12/20 | first author:Hao Q"",";;;
"Manchester's landmark devolution deal needs more teeth to succeed, say researchers.,""/pubmed/30563835"",""Iacobucci G."",""BMJ. 2018 Dec 18";"363:k5341. doi: 10.1136/bmj.k5341. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30563835"",""pubmed"",""30563835"",""create date:2018/12/20 | first author:Iacobucci G"",";;;
"Parachute use to prevent death and major trauma when jumping from aircraft: randomized controlled trial.,""/pubmed/30563831"",""[No authors listed]"",""BMJ. 2018 Dec 18";"363:k5343. doi: 10.1136/bmj.k5343. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30563831 | PMCID:PMC6298199"",""pubmed"",""30563831"",""create date:2018/12/20"",";;;
"Yes, doctors need to talk about dying, but what if patients start the conversation?,""/pubmed/30560793"",""Taubert M."",""BMJ. 2018 Nov 5";"363:k4648. doi: 10.1136/bmj.k4648. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30560793"",""pubmed"",""30560793"",""create date:2018/12/19 | first author:Taubert M"",";;;
"DELTA(2) guidance on choosing the target difference and undertaking and reporting the sample size calculation for a randomised controlled trial.,""/pubmed/30560792"",""Cook JA, Julious SA, Sones W, Hampson LV, Hewitt C, Berlin JA, Ashby D, Emsley R, Fergusson DA, Walters SJ, Wilson ECF, MacLennan G, Stallard N, Rothwell JC, Bland M, Brown L, Ramsay CR, Cook A, Armstrong D, Altman D, Vale LD."",""BMJ. 2018 Nov 5";"363:k3750. doi: 10.1136/bmj.k3750. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30560792 | PMCID:PMC6216070"",""pubmed"",""30560792"",""create date:2018/12/19 | first author:Cook JA"",";;;
"Sixty seconds on . . . the Human Cell Atlas.,""/pubmed/30560791"",""Torjesen I."",""BMJ. 2018 Nov 5";"363:k4662. doi: 10.1136/bmj.k4662. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30560791"",""pubmed"",""30560791"",""create date:2018/12/19 | first author:Torjesen I"",";;;
"Cannabis based drugs: how will they be used in practice?,""/pubmed/30560790"",""Hawkes N."",""BMJ. 2018 Nov 5";"363:k4665. doi: 10.1136/bmj.k4665. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30560790"",""pubmed"",""30560790"",""create date:2018/12/19 | first author:Hawkes N"",";;;
"New RCP code of conduct aims to challenge #MeToo behaviours.,""/pubmed/30560789"",""Wise J."",""BMJ. 2018 Nov 5";"363:k4678. doi: 10.1136/bmj.k4678. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30560789"",""pubmed"",""30560789"",""create date:2018/12/19 | first author:Wise J"",";;;
"Hancock pledges to invest in prevention to tackle ""root causes"" of ill health.,""/pubmed/30560788"",""Iacobucci G."",""BMJ. 2018 Nov 5";"363:k4684. doi: 10.1136/bmj.k4684. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30560788"",""pubmed"",""30560788"",""create date:2018/12/19 | first author:Iacobucci G"",";;;
"Consultant is struck off for billing NHS for hours he was already being paid for.,""/pubmed/30560787"",""Dyer C."",""BMJ. 2018 Nov 5";"363:k4683. doi: 10.1136/bmj.k4683. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30560787"",""pubmed"",""30560787"",""create date:2018/12/19 | first author:Dyer C"",";;;
"Everyone with type 1 diabetes should have access to a flash glucose device.,""/pubmed/30559266"",""Charlton M."",""BMJ. 2018 Dec 17";"363:k5204. doi: 10.1136/bmj.k5204. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30559266"",""pubmed"",""30559266"",""create date:2018/12/19 | first author:Charlton M"",";;;
"Ham for the holidays: the challenge of choosing wisely.,""/pubmed/30559258"",""Wallis K, Zwar N."",""BMJ. 2018 Dec 17";"363:k5288. doi: 10.1136/bmj.k5288. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30559258"",""pubmed"",""30559258"",""create date:2018/12/19 | first author:Wallis K"",";;;
"Flash glucose monitoring devices: CCG criteria are incoherent.,""/pubmed/30559171"",""Black S."",""BMJ. 2018 Dec 17";"363:k5203. doi: 10.1136/bmj.k5203. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30559171"",""pubmed"",""30559171"",""create date:2018/12/19 | first author:Black S"",";;;
"Correction.,""/pubmed/30559129"",""[No authors listed]"",""BMJ. 2018 Dec 17";"363:k5321. doi: 10.1136/bmj.k5321. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30559129"",""pubmed"",""30559129"",""create date:2018/12/19"",";;;
"Top Italian public health official faces allegation of failing to disclose pharma links.,""/pubmed/30559124"",""Day M."",""BMJ. 2018 Dec 17";"363:k5325. doi: 10.1136/bmj.k5325. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30559124"",""pubmed"",""30559124"",""create date:2018/12/19 | first author:Day M"",";;;
"Impact of the new medical examiner role on patient safety.,""/pubmed/30552229"",""Fletcher A, Coster J, Goodacre S."",""BMJ. 2018 Dec 14";"363:k5166. doi: 10.1136/bmj.k5166. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30552229"",""pubmed"",""30552229"",""create date:2018/12/16 | first author:Fletcher A"",";;;
"Locking wards has no place in psychiatric rehabilitation, says royal college.,""/pubmed/30552113"",""Thornton J."",""BMJ. 2018 Dec 14";"363:k5294. doi: 10.1136/bmj.k5294. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30552113"",""pubmed"",""30552113"",""create date:2018/12/16 | first author:Thornton J"",";;;
"Parachute use to prevent death and major trauma when jumping from aircraft: randomized controlled trial.,""/pubmed/30545967"",""Yeh RW, Valsdottir LR, Yeh MW, Shen C, Kramer DB, Strom JB, Secemsky EA, Healy JL, Domeier RM, Kazi DS, Nallamothu BK";" PARACHUTE Investigators.."",""BMJ. 2018 Dec 13";363:k5094. doi: 10.1136/bmj.k5094. Erratum in: BMJ. 2018 Dec 18;"363:k5343. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545967 | PMCID:PMC6298200"",""pubmed"",""30545967"",""create date:2018/12/14 | first author:Yeh RW"",";
"Consider alternative evidence sources for medical devices.,""/pubmed/30545957"",""Smart N."",""BMJ. 2018 Dec 13";"363:k5202. doi: 10.1136/bmj.k5202. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545957"",""pubmed"",""30545957"",""create date:2018/12/14 | first author:Smart N"",";;;
"Key opinion leaders' guide to spinning a disappointing clinical trial result.,""/pubmed/30545952"",""Hartley A, Shah M, Nowbar AN, Rajkumar C, Howard JP, Francis DP."",""BMJ. 2018 Dec 13";"363:k5207. doi: 10.1136/bmj.k5207. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545952"",""pubmed"",""30545952"",""create date:2018/12/14 | first author:Hartley A"",";;;
"Chaplaincy for the 21st century, for people of all religions and none.,""/pubmed/30545949"",""Hurley R."",""BMJ. 2018 Dec 13";"363:k5223. doi: 10.1136/bmj.k5223. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545949"",""pubmed"",""30545949"",""create date:2018/12/14 | first author:Hurley R"",";;;
"Sharing an act of kindness.,""/pubmed/30545948"",""Rimmer A, Dobson J."",""BMJ. 2018 Dec 13";"363:k5153. doi: 10.1136/bmj.k5153. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545948"",""pubmed"",""30545948"",""create date:2018/12/14 | first author:Rimmer A"",";;;
"The BMJ Christmas appeal 2018: a new clinic for the UK's most vulnerable patients.,""/pubmed/30545907"",""Feinmann J."",""BMJ. 2018 Dec 13";"363:k5165. doi: 10.1136/bmj.k5165. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545907"",""pubmed"",""30545907"",""create date:2018/12/14 | first author:Feinmann J"",";;;
"A lexicon for gender bias in academia and medicine.,""/pubmed/30545906"",""Choo EK, DeMayo RF, Glaucomflecken."",""BMJ. 2018 Dec 13";"363:k5218. doi: 10.1136/bmj.k5218. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545906"",""pubmed"",""30545906"",""create date:2018/12/14 | first author:Choo EK"",";;;
"Much to do with nothing: microsimulation study on time management in primary care.,""/pubmed/30545899"",""Caverly TJ, Hayward RA, Burke JF."",""BMJ. 2018 Dec 13";"363:k4983. doi: 10.1136/bmj.k4983."",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545899 | PMCID:PMC6292456"",""pubmed"",""30545899"",""create date:2018/12/14 | first author:Caverly TJ"",";;;
"The trouble with girls: obstacles to women's success in medicine and research-an essay by Laurie Garrett.,""/pubmed/30545850"",""Garrett L."",""BMJ. 2018 Dec 13";363:k5232. doi: 10.1136/bmj.k5232. No abstract available.  Erratum in: BMJ. 2019 Jan 24;"364:l333. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545850"",""pubmed"",""30545850"",""create date:2018/12/14 | first author:Garrett L"",";;
"Hospitals hit unsafe occupancy and divert ambulances in first week of winter.,""/pubmed/30545849"",""Limb M."",""BMJ. 2018 Dec 13";"363:k5296. doi: 10.1136/bmj.k5296. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545849"",""pubmed"",""30545849"",""create date:2018/12/14 | first author:Limb M"",";;;
"Pakistani woman seeks court approval for sex change to earn a living.,""/pubmed/30545848"",""Yusufzai A."",""BMJ. 2018 Dec 13";"363:k5293. doi: 10.1136/bmj.k5293. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545848"",""pubmed"",""30545848"",""create date:2018/12/14 | first author:Yusufzai A"",";;;
"A Christmas guide to clinical coding.,""/pubmed/30545841"",""Williams R."",""BMJ. 2018 Dec 13";"363:k5209. doi: 10.1136/bmj.k5209. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545841"",""pubmed"",""30545841"",""create date:2018/12/14 | first author:Williams R"",";;;
"NICE recommends MRI for suspected prostate cancer to reduce biopsies.,""/pubmed/30545827"",""Wise J."",""BMJ. 2018 Dec 13";"363:k5290. doi: 10.1136/bmj.k5290. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545827"",""pubmed"",""30545827"",""create date:2018/12/14 | first author:Wise J"",";;;
"Life expectancy: preventing heart disease will do most to reduce disparities, report finds.,""/pubmed/30545826"",""Hawkes N."",""BMJ. 2018 Dec 13";"363:k5291. doi: 10.1136/bmj.k5291. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545826"",""pubmed"",""30545826"",""create date:2018/12/14 | first author:Hawkes N"",";;;
"Appraisal Bingo.,""/pubmed/30545823"",""Thomas RA, Mozolowski K."",""BMJ. 2018 Dec 13";"363:k5132. doi: 10.1136/bmj.k5132. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545823"",""pubmed"",""30545823"",""create date:2018/12/14 | first author:Thomas RA"",";;;
"Rethinking medicine.,""/pubmed/30545822"",""Marshall M, Cornwell J, Collins A";" Rethinking Medicine Working Group.."",""BMJ. 2018 Dec 13";"363:k4987. doi: 10.1136/bmj.k4987. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30545822"",""pubmed"",""30545822"",""create date:2018/12/14 | first author:Marshall M"",";;
"Radical prostatectomy extends life expectancy in localised prostate cancer, trial finds.,""/pubmed/30541927"",""Mayor S."",""BMJ. 2018 Dec 12";"363:k5263. doi: 10.1136/bmj.k5263. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30541927"",""pubmed"",""30541927"",""create date:2018/12/14 | first author:Mayor S"",";;;
"Physician mothers' experience of workplace discrimination: a qualitative analysis.,""/pubmed/30541926"",""Halley MC, Rustagi AS, Torres JS, Linos E, Plaut V, Mangurian C, Choo E, Linos E."",""BMJ. 2018 Dec 12";"363:k4926. doi: 10.1136/bmj.k4926."",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30541926"",""pubmed"",""30541926"",""create date:2018/12/14 | first author:Halley MC"",";;;
"Correction.,""/pubmed/30541907"",""[No authors listed]"",""BMJ. 2018 Dec 12";"363:k5206. doi: 10.1136/bmj.k5206. No abstract available. "",""BMJ.  2018"",""PubMed"",""citation"",""PMID:30541907"",""pubmed"",""30541907"",""create date:2018/12/14"",";;;
