Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Effectiveness of multicomponent lower extremity injury prevention programmes in team-sport athletes: an umbrella review.","/pubmed/31653775","Valenzuela PL, Brunner R, Castillo-García A, Friesenbichler B, Casartelli NC, Morales JS, Maffiuletti NA, Bizzini M, Niedermann K.","Br J Sports Med. 2019 Oct 25. pii: bjsports-2019-101354. doi: 10.1136/bjsports-2019-101354. [Epub ahead of print] No abstract available. ","Br J Sports Med.  2019","PubMed","citation","PMID:31653775","pubmed","31653775","create date:2019/10/28 | first author:Valenzuela PL",
"Exercise Effects on Mitochondrial Function and Lipid Metabolism during Energy Balance.","/pubmed/31652245","Warren JL, Hunter GR, Gower BA, Bamman MM, Windham ST, Moellering DR, Fisher G.","Med Sci Sports Exerc. 2019 Oct 23. doi: 10.1249/MSS.0000000000002190. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31652245","pubmed","31652245","create date:2019/10/28 | first author:Warren JL",
"Effects of Exergaming on Cognition and Gait in Older Adults at Risk for Falling.","/pubmed/31652241","Ogawa EF, Huang H, Yu LF, Gona PN, Fleming RK, Leveille SG, You T.","Med Sci Sports Exerc. 2019 Oct 23. doi: 10.1249/MSS.0000000000002167. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31652241","pubmed","31652241","create date:2019/10/28 | first author:Ogawa EF",
"Cachexia Disrupts Diurnal Regulation of Activity, Feeding, and Muscle mTORC1 in Mice.","/pubmed/31652240","Counts BR, Hardee JP, Fix DK, VanderVeen BN, Montalvo RN, Carson JA.","Med Sci Sports Exerc. 2019 Oct 23. doi: 10.1249/MSS.0000000000002166. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31652240","pubmed","31652240","create date:2019/10/28 | first author:Counts BR",
"Daily Changes of Resting Metabolic Rate in Elite Rugby Union Players.","/pubmed/31652238","Hudson J, Cole M, Morton JP, Stewart C, Close GL.","Med Sci Sports Exerc. 2019 Oct 23. doi: 10.1249/MSS.0000000000002169. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31652238","pubmed","31652238","create date:2019/10/28 | first author:Hudson J",
"The Basics of Training for Muscle Size and Strength: A Brief Review on the Theory.","/pubmed/31652235","Buckner SL, Jessee MB, Mouser JG, Dankel SJ, Mattocks KT, Bell ZW, Abe T, Loenneke JP.","Med Sci Sports Exerc. 2019 Oct 23. doi: 10.1249/MSS.0000000000002171. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31652235","pubmed","31652235","create date:2019/10/28 | first author:Buckner SL",
"Physical Activity and Genome-wide DNA Methylation: The REGICOR Study.","/pubmed/31652233","Fernández-Sanlés A, Sayols-Baixeras S, de Moura MC, Esteller M, Subirana I, Torres-Cuevas S, Pérez-Fernández S, Aslibekyan S, Marrugat J, Elosua R.","Med Sci Sports Exerc. 2019 Oct 23. doi: 10.1249/MSS.0000000000002174. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31652233","pubmed","31652233","create date:2019/10/28 | first author:Fernández-Sanlés A",
"CO(2) supplementation dissociates cerebral oxygenation and middle cerebral artery blood velocity during maximal cycling.","/pubmed/31650627","Hansen RK, Nielsen PS, Schelske MW, Secher NH, Volianitis S.","Scand J Med Sci Sports. 2019 Oct 25. doi: 10.1111/sms.13582. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31650627","pubmed","31650627","create date:2019/10/28 | first author:Hansen RK",
"Anatomic and Biomechanical Evaluation of Ulnar Tunnel Position in Medial Ulnar Collateral Ligament Reconstruction.","/pubmed/31647881","Dutton PH, Banffy MB, Nelson TJ, Metzger MF.","Am J Sports Med. 2019 Oct 24:363546519880182. doi: 10.1177/0363546519880182. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31647881","pubmed","31647881","create date:2019/10/28 | first author:Dutton PH",
"The Femoral Footprint Position of the Anterior Cruciate Ligament Might Be a Predisposing Factor to a Noncontact Anterior Cruciate Ligament Rupture.","/pubmed/31647682","Dimitriou D, Wang Z, Zou D, Tsai TY, Helmy N.","Am J Sports Med. 2019 Oct 24:363546519878706. doi: 10.1177/0363546519878706. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31647682","pubmed","31647682","create date:2019/10/28 | first author:Dimitriou D",
"Prevalence and patterns of cognitive impairment in acute coronary syndrome patients: A systematic review.","/pubmed/31645116","Zhao E, Lowres N, Woolaston A, Naismith SL, Gallagher R.","Eur J Prev Cardiol. 2019 Oct 24:2047487319878945. doi: 10.1177/2047487319878945. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31645116","pubmed","31645116","create date:2019/10/28 | first author:Zhao E",
"Acute Effects of Caffeine Supplementation on Movement Velocity in Resistance Exercise: A Systematic Review and Meta-analysis.","/pubmed/31643020","Raya-González J, Rendo-Urteaga T, Domínguez R, Castillo D, Rodríguez-Fernández A, Grgic J.","Sports Med. 2019 Oct 23. doi: 10.1007/s40279-019-01211-9. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31643020","pubmed","31643020","create date:2019/10/24 | first author:Raya-González J",
"Association Between Temporal Spatial Parameters and Overuse Injury History in Runners: A Systematic Review and Meta-analysis.","/pubmed/31643019","Brindle RA, Taylor JB, Rajek C, Weisbrod A, Ford KR.","Sports Med. 2019 Oct 23. doi: 10.1007/s40279-019-01207-5. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31643019","pubmed","31643019","create date:2019/10/24 | first author:Brindle RA",
"Fluid Balance and Hydration Considerations for Women: Review and Future Directions.","/pubmed/31641955","Giersch GEW, Charkoudian N, Stearns RL, Casa DJ.","Sports Med. 2019 Oct 22. doi: 10.1007/s40279-019-01206-6. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31641955","pubmed","31641955","create date:2019/10/24 | first author:Giersch GEW",
"Feasibility and effect of a physical activity counselling session with or without provision of an activity tracker on maintenance of physical activity in women with breast cancer - A randomised controlled trial.","/pubmed/31640924","Singh B, Spence RR, Sandler CX, Tanner J, Hayes SC.","J Sci Med Sport. 2019 Oct 4. pii: S1440-2440(19)30244-0. doi: 10.1016/j.jsams.2019.09.019. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31640924","pubmed","31640924","create date:2019/10/24 | first author:Singh B",
"Better transport accessibility, better health: a health economic impact assessment study for Melbourne, Australia.","/pubmed/31640737","Brown V, Barr A, Scheurer J, Magnus A, Zapata-Diomedi B, Bentley R.","Int J Behav Nutr Phys Act. 2019 Oct 22;16(1):89. doi: 10.1186/s12966-019-0853-y.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31640737 | PMCID:PMC6805526","pubmed","31640737","create date:2019/10/24 | first author:Brown V",
"Supervised aquatic-based exercise for men with coronary artery disease: a meta-analysis of randomised controlled trials.","/pubmed/31640423","Cugusi L, Manca A, Bassareo PP, Crisafulli A, Deriu F, Mercuro G.","Eur J Prev Cardiol. 2019 Oct 23:2047487319878109. doi: 10.1177/2047487319878109. [Epub ahead of print] No abstract available. ","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31640423","pubmed","31640423","create date:2019/10/24 | first author:Cugusi L",
"Functional Results and Outcomes After Repair of Partial Proximal Hamstring Avulsions at Midterm Follow-up.","/pubmed/31634433","Arner JW, Freiman H, Mauro CS, Bradley JP.","Am J Sports Med. 2019 Oct 21:363546519879117. doi: 10.1177/0363546519879117. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31634433","pubmed","31634433","create date:2019/10/22 | first author:Arner JW",
"Outcomes After Arthroscopic Hip Labral Reconstruction: A Systematic Review and Meta-analysis.","/pubmed/31634004","Rahl MD, LaPorte C, Steinl GK, O'Connor M, Lynch TS, Menge TJ.","Am J Sports Med. 2019 Oct 21:363546519878147. doi: 10.1177/0363546519878147. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31634004","pubmed","31634004","create date:2019/10/22 | first author:Rahl MD",
"Does Injection of Hyaluronic Acid Protect Against Early Cartilage Injury Seen After Marathon Running? A Randomized Controlled Trial Utilizing High-Field Magnetic Resonance Imaging.","/pubmed/31634003","Nathani A, Gold GE, Monu U, Hargreaves B, Finlay AK, Rubin EB, Safran MR.","Am J Sports Med. 2019 Oct 21:363546519879138. doi: 10.1177/0363546519879138. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31634003","pubmed","31634003","create date:2019/10/22 | first author:Nathani A",
"Return to Play and Long-term Participation in Pivoting Sports After Anterior Cruciate Ligament Reconstruction.","/pubmed/31633994","Lindanger L, Strand T, Mølster AO, Solheim E, Inderhaug E.","Am J Sports Med. 2019 Oct 21:363546519878159. doi: 10.1177/0363546519878159. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31633994","pubmed","31633994","create date:2019/10/22 | first author:Lindanger L",
"Acute Effects of Foam Rolling on Range of Motion in Healthy Adults: A Systematic Review with Multilevel Meta-analysis.","/pubmed/31628662","Wilke J, Müller AL, Giesche F, Power G, Ahmedi H, Behm DG.","Sports Med. 2019 Oct 18. doi: 10.1007/s40279-019-01205-7. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31628662","pubmed","31628662","create date:2019/10/20 | first author:Wilke J",
"Physically active lessons in schools and their impact on physical activity, educational, health and cognition outcomes: a systematic review and meta-analysis.","/pubmed/31619381","Norris E, van Steen T, Direito A, Stamatakis E.","Br J Sports Med. 2019 Oct 16. pii: bjsports-2018-100502. doi: 10.1136/bjsports-2018-100502. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31619381","pubmed","31619381","create date:2019/10/18 | first author:Norris E",
"Progression of conventional cardiovascular risk factors and vascular disease risk in individuals: insights from the PROG-IMT consortium.","/pubmed/31619084","Bahls M, Lorenz MW, Dörr M, Gao L, Kitagawa K, Tuomainen TP, Agewall S, Berenson G, Catapano AL, Norata GD, Bots ML, van Gilst W, Asselbergs FW, Brouwers FP, Uthoff H, Sander D, Poppert H, Hecht Olsen M, Empana JP, Schminke U, Baldassarre D, Veglia F, et al.","Eur J Prev Cardiol. 2019 Oct 16:2047487319877078. doi: 10.1177/2047487319877078. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31619084","pubmed","31619084","create date:2019/10/18 | first author:Bahls M",
"Defining Minimal Clinically Important Difference and Patient Acceptable Symptom State After Isolated Endoscopic Gluteus Medius Repair.","/pubmed/31618066","Okoroha KR, Beck EC, Nwachukwu BU, Kunze KN, Nho SJ.","Am J Sports Med. 2019 Nov;47(13):3141-3147. doi: 10.1177/0363546519877179. Epub 2019 Oct 16.","Am J Sports Med.  2019","PubMed","citation","PMID:31618066","pubmed","31618066","create date:2019/10/17 | first author:Okoroha KR",
"Location of the Glenoid Defect in Shoulders With Recurrent Posterior Glenohumeral Instability.","/pubmed/31618065","Dekker TJ, Peebles LA, Goldenberg BT, Millett PJ, Bradley JP, Provencher MT.","Am J Sports Med. 2019 Nov;47(13):3051-3056. doi: 10.1177/0363546519876282. Epub 2019 Oct 16.","Am J Sports Med.  2019","PubMed","citation","PMID:31618065","pubmed","31618065","create date:2019/10/17 | first author:Dekker TJ",
"Comparative efficacy of exercise and anti-hypertensive pharmacological interventions in reducing blood pressure in people with hypertension: A network meta-analysis.","/pubmed/31615283","Noone C, Leahy J, Morrissey EC, Newell J, Newell M, Dwyer CP, Murphy J, Doyle F, Murphy AW, Molloy GJ.","Eur J Prev Cardiol. 2019 Oct 15:2047487319879786. doi: 10.1177/2047487319879786. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31615283","pubmed","31615283","create date:2019/10/17 | first author:Noone C",
"Lifelong Physical Activity Determines Vascular Function in Late Postmenopausal Women.","/pubmed/31609299","Gliemann L, Rytter N, Tamariz-Ellemann A, Egelund J, Brandt N, Carter HH, Hellsten Y.","Med Sci Sports Exerc. 2019 Oct 9. doi: 10.1249/MSS.0000000000002180. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31609299","pubmed","31609299","create date:2019/10/15 | first author:Gliemann L",
"Salt Loading Blunts Central and Peripheral Postexercise Hypotension.","/pubmed/31609296","Babcock MC, Robinson AT, Watso JC, Migdal KU, Martens CR, Edwards DG, Pescatello LS, Farquhar WB.","Med Sci Sports Exerc. 2019 Oct 9. doi: 10.1249/MSS.0000000000002187. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31609296","pubmed","31609296","create date:2019/10/15 | first author:Babcock MC",
"Physical activity after inpatient occupational rehabilitation: Secondary outcomes of two randomized controlled trials.","/pubmed/31609021","Skagseth M, Fimland MS, Ivar Lund Nilsen T, Aasdahl L.","Scand J Med Sci Sports. 2019 Oct 14. doi: 10.1111/sms.13577. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31609021","pubmed","31609021","create date:2019/10/15 | first author:Skagseth M",
"The Effects of Interval and Continuous Training on the Oxygen Cost of Running in Recreational Runners: A Systematic Review and Meta-analysis.","/pubmed/31606879","González-Mohíno F, Santos-Concejero J, Yustres I, González-Ravé JM.","Sports Med. 2019 Oct 12. doi: 10.1007/s40279-019-01201-x. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31606879","pubmed","31606879","create date:2019/10/14 | first author:González-Mohíno F",
"Non-surgical treatment of patellar tendinopathy: A systematic review of randomized controlled trials.","/pubmed/31606317","Vander Doelen T, Jelley W.","J Sci Med Sport. 2019 Sep 13. pii: S1440-2440(19)31279-4. doi: 10.1016/j.jsams.2019.09.008. [Epub ahead of print] Review.","J Sci Med Sport.  2019","PubMed","citation","PMID:31606317","pubmed","31606317","create date:2019/10/14 | first author:Vander Doelen T",
"Physical capacity, not skeletal maturity, distinguishes competitive levels in male Norwegian U14 players.","/pubmed/31605640","Grendstad H, Nilsen AK, Rygh CB, Hafstad A, Kristoffersen M, Iversen VV, Nybakken T, Vestbøstad M, Algrøy EA, Sandbakk Ø, Gundersen H.","Scand J Med Sci Sports. 2019 Oct 12. doi: 10.1111/sms.13572. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31605640","pubmed","31605640","create date:2019/10/13 | first author:Grendstad H",
"The interactive effects of acute exercise and hypoxia on cognitive performance: A narrative review.","/pubmed/31605635","Ando S, Komiyama T, Sudo M, Higaki Y, Ishida K, Costello JT, Katayama K.","Scand J Med Sci Sports. 2019 Oct 12. doi: 10.1111/sms.13573. [Epub ahead of print] Review.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31605635","pubmed","31605635","create date:2019/10/13 | first author:Ando S",
"By failing to prepare, you are preparing your ACL to fail.","/pubmed/31605551","Staynor JM, Alderson JA, Byrne S, Rossi M, Donnelly CJ.","Scand J Med Sci Sports. 2019 Oct 12. doi: 10.1111/sms.13571. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31605551","pubmed","31605551","create date:2019/10/13 | first author:Staynor JM",
"Can the FEAR Index Be Used to Predict Microinstability in Patients Undergoing Hip Arthroscopic Surgery?","/pubmed/31603694","Truntzer JN, Hoppe DJ, Shapiro LM, Safran MR.","Am J Sports Med. 2019 Nov;47(13):3158-3165. doi: 10.1177/0363546519876105. Epub 2019 Oct 11.","Am J Sports Med.  2019","PubMed","citation","PMID:31603694","pubmed","31603694","create date:2019/10/12 | first author:Truntzer JN",
"Prevalence and application of priming exercise in high performance sport.","/pubmed/31594712","Harrison PW, James LP, McGuigan MR, Jenkins DG, Kelly VG.","J Sci Med Sport. 2019 Sep 20. pii: S1440-2440(19)30717-0. doi: 10.1016/j.jsams.2019.09.010. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31594712","pubmed","31594712","create date:2019/10/09 | first author:Harrison PW",
"The ability of exercise to meaningfully improve glucose tolerance in people living with prediabetes: A meta-analysis.","/pubmed/31593613","Hrubeniuk TJ, Bouchard DR, Goulet EDB, Gurd B, Sénéchal M.","Scand J Med Sci Sports. 2019 Oct 8. doi: 10.1111/sms.13567. [Epub ahead of print] Review.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31593613","pubmed","31593613","create date:2019/10/09 | first author:Hrubeniuk TJ",
"Survival Analysis of Revision Autologous Chondrocyte Implantation for Failed ACI.","/pubmed/31589471","Ogura T, Bryant T, Merkely G, Mosier BA, Minas T.","Am J Sports Med. 2019 Nov;47(13):3212-3220. doi: 10.1177/0363546519876630. Epub 2019 Oct 7.","Am J Sports Med.  2019","PubMed","citation","PMID:31589471","pubmed","31589471","create date:2019/10/08 | first author:Ogura T",
"Nonoperative Treatment of Elbow Ulnar Collateral Ligament Injuries With and Without Platelet-Rich Plasma in Professional Baseball Players: A Comparative and Matched Cohort Analysis.","/pubmed/31589470","Chauhan A, McQueen P, Chalmers PN, Ciccotti MG, Camp CL, D'Angelo J, Potter HG, Fealy SA, Erickson BJ, Hoenecke HR, Keefe D, McCauley J, Fronek J.","Am J Sports Med. 2019 Nov;47(13):3107-3119. doi: 10.1177/0363546519876305. Epub 2019 Oct 7.","Am J Sports Med.  2019","PubMed","citation","PMID:31589470","pubmed","31589470","create date:2019/10/08 | first author:Chauhan A",
"The benefits of exercise in cancer patients and the criteria for exercise prescription in cardio-oncology.","/pubmed/31587570","D'Ascenzi F, Anselmi F, Fiorentini C, Mannucci R, Bonifazi M, Mondillo S.","Eur J Prev Cardiol. 2019 Oct 6:2047487319874900. doi: 10.1177/2047487319874900. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31587570","pubmed","31587570","create date:2019/10/08 | first author:D'Ascenzi F",
"Are Implant Choice and Surgical Approach Associated With Biceps Tenodesis Construct Strength? A Systematic Review and Meta-regression.","/pubmed/31585053","Aida HF, Shi BY, Huish EG Jr, McFarland EG, Srikumaran U.","Am J Sports Med. 2019 Oct 4:363546519876107. doi: 10.1177/0363546519876107. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31585053","pubmed","31585053","create date:2019/10/05 | first author:Aida HF",
"The Effect of Preexisting and Shoulder-Specific Depression and Anxiety on Patient-Reported Outcomes After Arthroscopic Rotator Cuff Repair.","/pubmed/31585048","Lau BC, Scribani M, Wittstein J.","Am J Sports Med. 2019 Nov;47(13):3073-3079. doi: 10.1177/0363546519876914. Epub 2019 Oct 4.","Am J Sports Med.  2019","PubMed","citation","PMID:31585048","pubmed","31585048","create date:2019/10/05 | first author:Lau BC",
"Correction to: Relationships Between Dry-land Resistance Training and Swim Start Performance and Effects of Such Training on the Swim Start: A Systematic Review.","/pubmed/31583534","Thng S, Pearson S, Keogh JWL.","Sports Med. 2019 Oct 3. doi: 10.1007/s40279-019-01198-3. [Epub ahead of print]","Sports Med.  2019","PubMed","citation","PMID:31583534","pubmed","31583534","create date:2019/10/05 | first author:Thng S",
"Correction: Physical impairments in symptomatic femoroacetabular impingement: a systematic review of the evidence.","/pubmed/31582521","[No authors listed]","Br J Sports Med. 2019 Oct;53(20):e7. doi: 10.1136/bjsports-2016-096152corr1. No abstract available. ","Br J Sports Med.  2019","PubMed","citation","PMID:31582521","pubmed","31582521","create date:2019/10/05",
"Using cooperative networks to analyse behaviour in professional Australian Football.","/pubmed/31582289","Sheehan WB, Tribolet R, Watsford ML, Novak AR, Rennie MJ, Fransen J.","J Sci Med Sport. 2019 Sep 20. pii: S1440-2440(19)30486-4. doi: 10.1016/j.jsams.2019.09.012. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31582289","pubmed","31582289","create date:2019/10/05 | first author:Sheehan WB",
"Keys to early diagnosis of cardiac amyloidosis: red flags from clinical, laboratory and imaging findings.","/pubmed/31581822","Vergaro G, Aimo A, Barison A, Genovesi D, Buda G, Passino C, Emdin M.","Eur J Prev Cardiol. 2019 Oct 4:2047487319877708. doi: 10.1177/2047487319877708. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31581822","pubmed","31581822","create date:2019/10/05 | first author:Vergaro G",
"Sacubitril-valsartan versus enalapril for acute decompensated heart failure: a cost-effectiveness analysis.","/pubmed/31581810","Perera K, Ademi Z, Liew D, Zomer E.","Eur J Prev Cardiol. 2019 Oct 4:2047487319878953. doi: 10.1177/2047487319878953. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31581810","pubmed","31581810","create date:2019/10/05 | first author:Perera K",
"Systematic review of cardiac rehabilitation guidelines: Quality and scope.","/pubmed/31581808","Mehra VM, Gaalema DE, Pakosh M, Grace SL.","Eur J Prev Cardiol. 2019 Oct 4:2047487319878958. doi: 10.1177/2047487319878958. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31581808","pubmed","31581808","create date:2019/10/05 | first author:Mehra VM",
"Correction to: DNA Damage Following Acute Aerobic Exercise: A Systematic Review and Meta-analysis.","/pubmed/31578701","Tryfidou DV, McClean C, Nikolaidis MG, Davison GW.","Sports Med. 2019 Oct 1. doi: 10.1007/s40279-019-01197-4. [Epub ahead of print]","Sports Med.  2019","PubMed","citation","PMID:31578701","pubmed","31578701","create date:2019/10/04 | first author:Tryfidou DV",
"Parental alcohol consumption and the risk of congenital heart diseases in offspring: An updated systematic review and meta-analysis.","/pubmed/31578093","Zhang S, Wang L, Yang T, Chen L, Zhao L, Wang T, Chen L, Ye Z, Zheng Z, Qin J.","Eur J Prev Cardiol. 2019 Oct 2:2047487319874530. doi: 10.1177/2047487319874530. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31578093","pubmed","31578093","create date:2019/10/04 | first author:Zhang S",
"A Systematic Review of Collective Tactical Behaviours in Football Using Positional Data.","/pubmed/31571155","Low B, Coutinho D, Gonçalves B, Rein R, Memmert D, Sampaio J.","Sports Med. 2019 Sep 30. doi: 10.1007/s40279-019-01194-7. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31571155","pubmed","31571155","create date:2019/10/02 | first author:Low B",
"Adverse events of exercise therapy in randomised controlled trials: a systematic review and meta-analysis.","/pubmed/31563884","Niemeijer A, Lund H, Stafne SN, Ipsen T, Goldschmidt CL, Jørgensen CT, Juhl CB.","Br J Sports Med. 2019 Sep 28. pii: bjsports-2018-100461. doi: 10.1136/bjsports-2018-100461. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31563884","pubmed","31563884","create date:2019/09/30 | first author:Niemeijer A",
