Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Identifying the 'incredible'! Part 1: assessing the risk of bias in outcomes included in systematic reviews.","/pubmed/31871015","Büttner F, Winters M, Delahunt E, Elbers R, Lura CB, Khan KM, Weir A, Ardern CL.","Br J Sports Med. 2019 Dec 23. pii: bjsports-2019-100806. doi: 10.1136/bjsports-2019-100806. [Epub ahead of print] No abstract available. ","Br J Sports Med.  2019","PubMed","citation","PMID:31871015","pubmed","31871015","create date:2019/12/25 | first author:Büttner F",
"Identifying the 'incredible'! Part 2: Spot the difference - a rigorous risk of bias assessment can alter the main findings of a systematic review.","/pubmed/31871014","Büttner F, Winters M, Delahunt E, Elbers R, Lura CB, Khan KM, Weir A, Ardern CL.","Br J Sports Med. 2019 Dec 23. pii: bjsports-2019-101675. doi: 10.1136/bjsports-2019-101675. [Epub ahead of print] No abstract available. ","Br J Sports Med.  2019","PubMed","citation","PMID:31871014","pubmed","31871014","create date:2019/12/25 | first author:Büttner F",
"Athletic groin pain patients and healthy athletes demonstrate consistency in their movement strategy selection when performing multiple repetitions of a change of direction test.","/pubmed/31870678","Rivadulla AR, Gore S, Preatoni E, Richter C.","J Sci Med Sport. 2019 Dec 17. pii: S1440-2440(19)30827-8. doi: 10.1016/j.jsams.2019.12.011. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31870678","pubmed","31870678","create date:2019/12/25 | first author:Rivadulla AR",
"Application of Machine Learning for Predicting Clinically Meaningful Outcome After Arthroscopic Femoroacetabular Impingement Surgery.","/pubmed/31869249","Nwachukwu BU, Beck EC, Lee EK, Cancienne JM, Waterman BR, Paul K, Nho SJ.","Am J Sports Med. 2019 Dec 23:363546519892905. doi: 10.1177/0363546519892905. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31869249","pubmed","31869249","create date:2019/12/24 | first author:Nwachukwu BU",
"Gender and active travel: a qualitative data synthesis informed by machine learning.","/pubmed/31864372","Haynes E, Green J, Garside R, Kelly MP, Guell C.","Int J Behav Nutr Phys Act. 2019 Dec 21;16(1):135. doi: 10.1186/s12966-019-0904-4.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31864372 | PMCID:PMC6925863","pubmed","31864372","create date:2019/12/23 | first author:Haynes E",
"Economic evaluations in 'non-inferiority' trials: can costs guide decisions between surgical and non-surgical interventions?","/pubmed/31857337","McPhail SM.","Br J Sports Med. 2019 Dec 19. pii: bjsports-2019-101106. doi: 10.1136/bjsports-2019-101106. [Epub ahead of print] No abstract available. ","Br J Sports Med.  2019","PubMed","citation","PMID:31857337","pubmed","31857337","create date:2019/12/21 | first author:McPhail SM",
"Maximising and evaluating the uptake, use and impact of golf and health studies.","/pubmed/31857336","Murray A, Kelly P, Morton S, Glover D, Duncan J, Hawkes R, Grant L, Mutrie N.","Br J Sports Med. 2019 Dec 19. pii: bjsports-2019-100994. doi: 10.1136/bjsports-2019-100994. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31857336","pubmed","31857336","create date:2019/12/21 | first author:Murray A",
"Standardised measurement of physical capacity in young and middle-aged active adults with hip-related pain: recommendations from the first International Hip-related Pain Research Network (IHiPRN) meeting, Zurich, 2018.","/pubmed/31857334","Mosler AB, Kemp J, King M, Lawrenson PR, Semciw A, Freke M, Jones DM, Casartelli NC, Wörner T, Ishøi L, Ageberg E, Diamond LE, Hunt MA, Di Stasi S, Reiman MP, Drew M, Friedman D, Thorborg K, Leunig M, Bizzini M, Khan KM, Crossley KM, et al.","Br J Sports Med. 2019 Dec 19. pii: bjsports-2019-101457. doi: 10.1136/bjsports-2019-101457. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31857334","pubmed","31857334","create date:2019/12/21 | first author:Mosler AB",
"Effect of workplace physical activity interventions on the cardio-metabolic health of working adults: systematic review and meta-analysis.","/pubmed/31856826","Mulchandani R, Chandrasekaran AM, Shivashankar R, Kondal D, Agrawal A, Panniyammakal J, Tandon N, Prabhakaran D, Sharma M, Goenka S.","Int J Behav Nutr Phys Act. 2019 Dec 19;16(1):134. doi: 10.1186/s12966-019-0896-0. Review.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31856826 | PMCID:PMC6923867","pubmed","31856826","create date:2019/12/21 | first author:Mulchandani R",
"Predictors of pre-rehabilitation exercise capacity in elderly European cardiac patients - The EU-CaRE study.","/pubmed/31852300","Marcin T, Eser P, Prescott E, Mikkelsen N, Prins LF, Kolkman EK, Lado-Baleato Ó, Cardaso-Suaréz C, Bruins W, van der Velde AE, Peña Gil C, Iliou MC, Ardissino D, Zeymer U, Meindersma EP, Van't Hof AW, de Kluiver EP, Wilhelm M.","Eur J Prev Cardiol. 2019 Dec 18:2047487319894676. doi: 10.1177/2047487319894676. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31852300","pubmed","31852300","create date:2019/12/20 | first author:Marcin T",
"Are we missing the target? Are we aiming too low? What are the aerobic exercise prescriptions and their effects on markers of cardiovascular health and systemic inflammation in patients with knee osteoarthritis? A systematic review and meta-analysis.","/pubmed/31848152","Schulz JM, Birmingham TB, Atkinson HF, Woehrle E, Primeau CA, Lukacs MJ, Al-Khazraji BK, Khan MCM, Zomar BO, Petrella RJ, Beier F, Appleton CT, Shoemaker JK, Bryant DM.","Br J Sports Med. 2019 Dec 17. pii: bjsports-2018-100231. doi: 10.1136/bjsports-2018-100231. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31848152","pubmed","31848152","create date:2019/12/19 | first author:Schulz JM",
"Changes in physical activity, sedentary behaviour and sleep across the transition from primary to secondary school: A systematic review.","/pubmed/31848107","Chong KH, Parrish AM, Cliff DP, Kemp BJ, Zhang Z, Okely AD.","J Sci Med Sport. 2019 Dec 9. pii: S1440-2440(19)31300-3. doi: 10.1016/j.jsams.2019.12.002. [Epub ahead of print] Review.","J Sci Med Sport.  2019","PubMed","citation","PMID:31848107","pubmed","31848107","create date:2019/12/19 | first author:Chong KH",
"Acute performance responses during repeated matches in combat sports: A systematic review.","/pubmed/31843442","Kons RL, Orssatto LBR, Detanico D.","J Sci Med Sport. 2019 Dec 9. pii: S1440-2440(19)30804-7. doi: 10.1016/j.jsams.2019.12.004. [Epub ahead of print] Review.","J Sci Med Sport.  2019","PubMed","citation","PMID:31843442","pubmed","31843442","create date:2019/12/18 | first author:Kons RL",
"Physical exercise attenuates cognitive decline and reduces behavioural problems in people with mild cognitive impairment and dementia: a systematic review.","/pubmed/31843427","Law CK, Lam FM, Chung RC, Pang MY.","J Physiother. 2019 Dec 13. pii: S1836-9553(19)30134-1. doi: 10.1016/j.jphys.2019.11.014. [Epub ahead of print]","J Physiother.  2019","PubMed","citation","PMID:31843427","pubmed","31843427","create date:2019/12/18 | first author:Law CK",
"No causal effects of plasma homocysteine levels on the risk of coronary heart disease or acute myocardial infarction: A Mendelian randomization study.","/pubmed/31841051","Miao L, Deng GX, Yin RX, Nie RJ, Yang S, Wang Y, Li H.","Eur J Prev Cardiol. 2019 Dec 16:2047487319894679. doi: 10.1177/2047487319894679. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31841051","pubmed","31841051","create date:2019/12/17 | first author:Miao L",
"When should cardiovascular prevention begin? The importance of antenatal, perinatal and primordial prevention.","/pubmed/31838885","D'Ascenzi F, Sciaccaluga C, Cameli M, Cecere A, Ciccone MM, Di Francesco S, Ganau A, Imbalzano E, Liga R, Palermo P, Palmiero P, Parati G, Pedrinelli R, Scicchitano P, Zito A, Mattioli AV.","Eur J Prev Cardiol. 2019 Dec 16:2047487319893832. doi: 10.1177/2047487319893832. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31838885","pubmed","31838885","create date:2019/12/17 | first author:D'Ascenzi F",
"Recreational football is medicine against non-communicable diseases: A systematic review.","/pubmed/31834941","Sarmento H, Manuel Clemente F, Marques A, Milanovic Z, David Harper L, Figueiredo A.","Scand J Med Sci Sports. 2019 Dec 13. doi: 10.1111/sms.13611. [Epub ahead of print] Review.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31834941","pubmed","31834941","create date:2019/12/14 | first author:Sarmento H",
"No Influence of Low-, Medium-, or High-Dose Tyrosine on Exercise in a Warm Environment.","/pubmed/31834099","Tumilty L, Gregory N, Beckmann M, Thatcher R.","Med Sci Sports Exerc. 2019 Dec 10. doi: 10.1249/MSS.0000000000002245. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31834099","pubmed","31834099","create date:2019/12/14 | first author:Tumilty L",
"Mechanistic and methodological perspectives on the impact of intense interval training on post-exercise metabolism.","/pubmed/31830334","Moniz SC, Islam H, Hazell TJ.","Scand J Med Sci Sports. 2019 Dec 3. doi: 10.1111/sms.13610. [Epub ahead of print] Review.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31830334","pubmed","31830334","create date:2019/12/13 | first author:Moniz SC",
"The Effect of Psychological Impairment on Outcomes in Patients With Prearthritic Hip Disorders: A Systematic Review and Meta-analysis.","/pubmed/31829034","Cheng AL, Schwabe M, Doering MM, Colditz GA, Prather H.","Am J Sports Med. 2019 Dec 12:363546519883246. doi: 10.1177/0363546519883246. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31829034","pubmed","31829034","create date:2019/12/13 | first author:Cheng AL",
"The Effectiveness of Two Methods of Prescribing Load on Maximal Strength Development: A Systematic Review.","/pubmed/31828736","Thompson SW, Rogerson D, Ruddock A, Barnes A.","Sports Med. 2019 Dec 11. doi: 10.1007/s40279-019-01241-3. [Epub ahead of print] Review. Erratum in: Sports Med. 2020 Jan 2;:. ","Sports Med.  2019","PubMed","citation","PMID:31828736","pubmed","31828736","create date:2019/12/13 | first author:Thompson SW",
"Update on cardiovascular prevention in clinical practice: A position paper of the European Association of Preventive Cardiology of the European Society of Cardiology.","/pubmed/31826679","Piepoli MF, Abreu A, Albus C, Ambrosetti M, Brotons C, Catapano AL, Corra U, Cosyns B, Deaton C, Graham I, Hoes A, Lochen ML, Matrone B, Redon J, Sattar N, Smulders Y, Tiberi M.","Eur J Prev Cardiol. 2019 Dec 12:2047487319893035. doi: 10.1177/2047487319893035. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31826679","pubmed","31826679","create date:2019/12/13 | first author:Piepoli MF",
"Factors Associated With an Increased Risk of Recurrence After a First-Time Patellar Dislocation: A Systematic Review and Meta-analysis.","/pubmed/31825650","Huntington LS, Webster KE, Devitt BM, Scanlon JP, Feller JA.","Am J Sports Med. 2019 Dec 11:363546519888467. doi: 10.1177/0363546519888467. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31825650","pubmed","31825650","create date:2019/12/12 | first author:Huntington LS",
"What are the Benefits and Risks Associated with Changing Foot Strike Pattern During Running? A Systematic Review and Meta-analysis of Injury, Running Economy, and Biomechanics.","/pubmed/31823338","Anderson LM, Bonanno DR, Hart HF, Barton CJ.","Sports Med. 2019 Dec 10. doi: 10.1007/s40279-019-01238-y. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31823338","pubmed","31823338","create date:2019/12/12 | first author:Anderson LM",
"Platelet-Rich Plasma Versus Corticosteroid Injections in the Management of Elbow Epicondylitis and Plantar Fasciitis: An Updated Systematic Review and Meta-analysis.","/pubmed/31821010","Huang K, Giddins G, Wu LD.","Am J Sports Med. 2019 Dec 10:363546519888450. doi: 10.1177/0363546519888450. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31821010","pubmed","31821010","create date:2019/12/11 | first author:Huang K",
"Is Physical Activity Good or Bad for the Female Pelvic Floor? A Narrative Review.","/pubmed/31820378","Bø K, Nygaard IE.","Sports Med. 2019 Dec 9. doi: 10.1007/s40279-019-01243-1. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31820378","pubmed","31820378","create date:2019/12/11 | first author:Bø K",
"The Effect of Resistance Training in Women on Dynamic Strength and Muscular Hypertrophy: A Systematic Review with Meta-analysis.","/pubmed/31820374","Hagstrom AD, Marshall PW, Halaki M, Hackett DA.","Sports Med. 2019 Dec 9. doi: 10.1007/s40279-019-01247-x. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31820374","pubmed","31820374","create date:2019/12/11 | first author:Hagstrom AD",
"Overtraining in Resistance Exercise: An Exploratory Systematic Review and Methodological Appraisal of the Literature.","/pubmed/31820373","Grandou C, Wallace L, Impellizzeri FM, Allen NG, Coutts AJ.","Sports Med. 2019 Dec 9. doi: 10.1007/s40279-019-01242-2. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31820373","pubmed","31820373","create date:2019/12/11 | first author:Grandou C",
"Correlates of English local government use of the planning system to regulate hot food takeaway outlets: a cross-sectional analysis.","/pubmed/31818307","Keeble M, Adams J, White M, Summerbell C, Cummins S, Burgoine T.","Int J Behav Nutr Phys Act. 2019 Dec 9;16(1):127. doi: 10.1186/s12966-019-0884-4.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31818307 | PMCID:PMC6902532","pubmed","31818307","create date:2019/12/11 | first author:Keeble M",
"The neighborhood social environment and physical activity: a systematic scoping review.","/pubmed/31815626","Kepper MM, Myers CA, Denstel KD, Hunter RF, Guan W, Broyles ST.","Int J Behav Nutr Phys Act. 2019 Dec 9;16(1):124. doi: 10.1186/s12966-019-0873-7. Review.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31815626 | PMCID:PMC6902518","pubmed","31815626","create date:2019/12/10 | first author:Kepper MM",
"ACTman: Automated preprocessing and analysis of actigraphy data.","/pubmed/31813761","Kunkels YK, Knapen SE, Zuidersma M, Wichers M, Riese H, Emerencia AC.","J Sci Med Sport. 2019 Nov 18. pii: S1440-2440(19)30287-7. doi: 10.1016/j.jsams.2019.11.009. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31813761","pubmed","31813761","create date:2019/12/10 | first author:Kunkels YK",
"Mental health issues and psychological factors in athletes: detection, management, effect on performance and prevention: American Medical Society for Sports Medicine Position Statement-Executive Summary.","/pubmed/31810972","Chang C, Putukian M, Aerni G, Diamond A, Hong G, Ingram Y, Reardon CL, Wolanin A.","Br J Sports Med. 2019 Dec 6. pii: bjsports-2019-101583. doi: 10.1136/bjsports-2019-101583. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31810972","pubmed","31810972","create date:2019/12/08 | first author:Chang C",
"Distinct Coordination Strategies Associated with the Drop Vertical Jump Task.","/pubmed/31809412","DiCesare CA, Minai AA, Riley MA, Ford KR, Hewett TE, Myer GD.","Med Sci Sports Exerc. 2019 Nov 27. doi: 10.1249/MSS.0000000000002235. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31809412","pubmed","31809412","create date:2019/12/07 | first author:DiCesare CA",
"Energy Deficit Required for Exercise-induced Improvements in Glycemia the Next Day.","/pubmed/31809409","Schleh MW, Pitchford LM, Gillen JB, Horowitz JF.","Med Sci Sports Exerc. 2019 Nov 27. doi: 10.1249/MSS.0000000000002211. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31809409","pubmed","31809409","create date:2019/12/07 | first author:Schleh MW",
"Tramadol Does Not Improve Performance or Impair Motor Function in Trained Cyclists.","/pubmed/31809408","Bejder J, Andersen AB, Bonne TC, Piil JF, Hagen LCH, Dehnes Y, Eibye KH, Nybo L, Nordsborg NB.","Med Sci Sports Exerc. 2019 Nov 27. doi: 10.1249/MSS.0000000000002217. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31809408","pubmed","31809408","create date:2019/12/07 | first author:Bejder J",
"What Neuromonitoring Changes Can Be Expected During Hip Arthroscopy in the Pediatric Population?","/pubmed/31804852","Shelton TJ, Patel A, Agatstein L, Haus BM.","Am J Sports Med. 2019 Dec 5:363546519889038. doi: 10.1177/0363546519889038. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31804852","pubmed","31804852","create date:2019/12/06 | first author:Shelton TJ",
"Is Motorized Treadmill Running Biomechanically Comparable to Overground Running? A Systematic Review and Meta-Analysis of Cross-Over Studies.","/pubmed/31802395","Van Hooren B, Fuller JT, Buckley JD, Miller JR, Sewell K, Rao G, Barton C, Bishop C, Willy RW.","Sports Med. 2019 Dec 4. doi: 10.1007/s40279-019-01237-z. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31802395","pubmed","31802395","create date:2019/12/06 | first author:Van Hooren B",
"Effect of Adductor Canal Block Versus Femoral Nerve Block on Quadriceps Strength, Function, and Postoperative Pain After Anterior Cruciate Ligament Reconstruction: A Systematic Review of Level 1 Studies.","/pubmed/31800300","Edwards MD, Bethea JP, Hunnicutt JL, Slone HS, Woolf SK.","Am J Sports Med. 2019 Dec 4:363546519883589. doi: 10.1177/0363546519883589. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31800300","pubmed","31800300","create date:2019/12/05 | first author:Edwards MD",
"The Minimum Effective Training Dose Required to Increase 1RM Strength in Resistance-Trained Men: A Systematic Review and Meta-Analysis.","/pubmed/31797219","Androulakis-Korakakis P, Fisher JP, Steele J.","Sports Med. 2019 Dec 3. doi: 10.1007/s40279-019-01236-0. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31797219","pubmed","31797219","create date:2019/12/05 | first author:Androulakis-Korakakis P",
"Exercise for preventing falls in older people living in the community: an abridged Cochrane systematic Review.","/pubmed/31792067","Sherrington C, Fairhall N, Wallbank G, Tiedemann A, Michaleff ZA, Howard K, Clemson L, Hopewell S, Lamb S.","Br J Sports Med. 2019 Dec 2. pii: bjsports-2019-101512. doi: 10.1136/bjsports-2019-101512. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31792067","pubmed","31792067","create date:2019/12/04 | first author:Sherrington C",
"Adoption, implementation and sustainability of school-based physical activity and sedentary behaviour interventions in real-world settings: a systematic review.","/pubmed/31791341","Cassar S, Salmon J, Timperio A, Naylor PJ, van Nassau F, Contardo Ayala AM, Koorts H.","Int J Behav Nutr Phys Act. 2019 Dec 2;16(1):120. doi: 10.1186/s12966-019-0876-4. Review.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31791341 | PMCID:PMC6889569","pubmed","31791341","create date:2019/12/04 | first author:Cassar S",
"Prevalence and patterns of cognitive impairment in acute coronary syndrome patients: A systematic review.","/pubmed/31791145","Pottle A.","Eur J Prev Cardiol. 2019 Dec 2:2047487319889720. doi: 10.1177/2047487319889720. [Epub ahead of print] No abstract available. ","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31791145","pubmed","31791145","create date:2019/12/04 | first author:Pottle A",
"Intravenous fluids and their use in sport: A position statement from the Australian Institute of Sport.","/pubmed/31784237","Pomroy S, Lovell G, Hughes D, Vlahovich N.","J Sci Med Sport. 2019 Nov 5. pii: S1440-2440(19)30774-1. doi: 10.1016/j.jsams.2019.10.020. [Epub ahead of print] Review.","J Sci Med Sport.  2019","PubMed","citation","PMID:31784237","pubmed","31784237","create date:2019/12/01 | first author:Pomroy S",
"Unilateral jump landing neuromechanics of individuals with chronic ankle instability.","/pubmed/31784236","Moisan G, Mainville C, Descarreaux M, Cantin V.","J Sci Med Sport. 2019 Nov 11. pii: S1440-2440(19)31297-6. doi: 10.1016/j.jsams.2019.11.003. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31784236","pubmed","31784236","create date:2019/12/01 | first author:Moisan G",
"Does Acute Fatigue Negatively Affect Intrinsic Risk Factors of the Lower Extremity Injury Risk Profile? A Systematic and Critical Review.","/pubmed/31782066","Verschueren J, Tassignon B, De Pauw K, Proost M, Teugels A, Van Cutsem J, Roelands B, Verhagen E, Meeusen R.","Sports Med. 2019 Nov 29. doi: 10.1007/s40279-019-01235-1. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31782066","pubmed","31782066","create date:2019/11/30 | first author:Verschueren J",
"Optimising the 'Mid-Stage' Training and Testing Process After ACL Reconstruction.","/pubmed/31782065","Buckthorpe M, Della Villa F.","Sports Med. 2019 Nov 28. doi: 10.1007/s40279-019-01222-6. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31782065","pubmed","31782065","create date:2019/11/30 | first author:Buckthorpe M",
