Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Osteochondritis Dissecans of the Humeral Trochlea: Characterization of a Rare Disorder Based on 28 Cases.","/pubmed/31233330","Wang KK, Bixby SD, Bae DS.","Am J Sports Med. 2019 Jun 24:363546519855036. doi: 10.1177/0363546519855036. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31233330","pubmed","31233330","create date:2019/06/25 | first author:Wang KK",
"People with low back pain want clear, consistent and personalised information on prognosis, treatment options and self-management strategies: a systematic review.","/pubmed/31227280","Lim YZ, Chou L, Au RT, Seneviwickrama KMD, Cicuttini FM, Briggs AM, Sullivan K, Urquhart DM, Wluka AE.","J Physiother. 2019 Jun 18. pii: S1836-9553(19)30057-8. doi: 10.1016/j.jphys.2019.05.010. [Epub ahead of print]","J Physiother.  2019","PubMed","citation","PMID:31227280","pubmed","31227280","create date:2019/06/23 | first author:Lim YZ",
"The Perioperative Continuation of Aspirin in Patients Undergoing Arthroscopic Surgery of the Knee.","/pubmed/31226002","Bogunovic L, Haas AK, Brophy RH, Matava MJ, Smith MV, Wright RW.","Am J Sports Med. 2019 Jun 21:363546519855643. doi: 10.1177/0363546519855643. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31226002","pubmed","31226002","create date:2019/06/22 | first author:Bogunovic L",
"The use of the Körperkoordinationstest für Kinder in the talent pathway in youth athletes: A systematic review.","/pubmed/31221597","O'Brien-Smith J, Tribolet R, Smith MR, Bennett KJM, Fransen J, Pion J, Lenior M.","J Sci Med Sport. 2019 Jun 5. pii: S1440-2440(18)30219-6. doi: 10.1016/j.jsams.2019.05.014. [Epub ahead of print] Review.","J Sci Med Sport.  2019","PubMed","citation","PMID:31221597","pubmed","31221597","create date:2019/06/22 | first author:O'Brien-Smith J",
"Frontal Plane Loading Characteristics of Medial Collateral Ligament Strain Concurrent With Anterior Cruciate Ligament Failure.","/pubmed/31219708","Schilaty ND, Bates NA, Krych AJ, Hewett TE.","Am J Sports Med. 2019 Jun 20:363546519854286. doi: 10.1177/0363546519854286. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31219708","pubmed","31219708","create date:2019/06/21 | first author:Schilaty ND",
"Is kinesiophobia and pain catastrophising at baseline associated with chronic pain and disability in whiplash-associated disorders? A systematic review.","/pubmed/31217158","Luque-Suarez A, Falla D, Morales-Asencio JM, Martinez-Calderon J.","Br J Sports Med. 2019 Jun 19. pii: bjsports-2018-099569. doi: 10.1136/bjsports-2018-099569. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31217158","pubmed","31217158","create date:2019/06/21 | first author:Luque-Suarez A",
"Completion and adherence rates to exercise interventions in intermittent claudication: Traditional exercise versus alternative exercise - a systematic review.","/pubmed/31216860","Lin E, Nguyen CH, Thomas SG.","Eur J Prev Cardiol. 2019 Jun 19:2047487319846997. doi: 10.1177/2047487319846997. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31216860","pubmed","31216860","create date:2019/06/21 | first author:Lin E",
"Left Ventricular Function and Cardiac Biomarker Release-The Influence of Exercise Intensity, Duration and Mode: A Systematic Review and Meta-Analysis.","/pubmed/31214979","Donaldson JA, Wiles JD, Coleman DA, Papadakis M, Sharma R, O'Driscoll JM.","Sports Med. 2019 Jun 18. doi: 10.1007/s40279-019-01142-5. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31214979","pubmed","31214979","create date:2019/06/20 | first author:Donaldson JA",
"The Translation of Sport Science Research to the Field: A Current Opinion and Overview on the Perceptions of Practitioners, Researchers and Coaches.","/pubmed/31214978","Fullagar HHK, McCall A, Impellizzeri FM, Favero T, Coutts AJ.","Sports Med. 2019 Jun 18. doi: 10.1007/s40279-019-01139-0. [Epub ahead of print]","Sports Med.  2019","PubMed","citation","PMID:31214978","pubmed","31214978","create date:2019/06/20 | first author:Fullagar HHK",
"The Biomechanics of the Track and Field Sprint Start: A Narrative Review.","/pubmed/31209732","Bezodis NE, Willwacher S, Salo AIT.","Sports Med. 2019 Jun 17. doi: 10.1007/s40279-019-01138-1. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31209732","pubmed","31209732","create date:2019/06/19 | first author:Bezodis NE",
"Correction to: Pulmonary and Respiratory Muscle Function in Response to Marathon and Ultra-Marathon Running: A Review.","/pubmed/31209731","Tiller NB.","Sports Med. 2019 Jun 17. doi: 10.1007/s40279-019-01140-7. [Epub ahead of print]","Sports Med.  2019","PubMed","citation","PMID:31209731","pubmed","31209731","create date:2019/06/19 | first author:Tiller NB",
"The association of grip strength with depressive symptoms and cortisol in hair: A cross-sectional study of older adults.","/pubmed/31206201","Smith L, Firth J, Grabovac I, Koyanagi A, Veronese N, Stubbs B, Soysal P, Yang L, Jackson SE.","Scand J Med Sci Sports. 2019 Jun 17. doi: 10.1111/sms.13497. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31206201","pubmed","31206201","create date:2019/06/18 | first author:Smith L",
"Descriptive bibliometric analysis of global publications in lifestyle-based preventive cardiology.","/pubmed/31203650","Manyangu G, Dineen B, Geoghegan R, Flaherty G.","Eur J Prev Cardiol. 2019 Jun 17:2047487319854827. doi: 10.1177/2047487319854827. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31203650","pubmed","31203650","create date:2019/06/18 | first author:Manyangu G",
"Resistance Priming to Enhance Neuromuscular Performance in Sport: Evidence, Potential Mechanisms and Directions for Future Research.","/pubmed/31203499","Harrison PW, James LP, McGuigan MR, Jenkins DG, Kelly VG.","Sports Med. 2019 Jun 15. doi: 10.1007/s40279-019-01136-3. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31203499","pubmed","31203499","create date:2019/06/17 | first author:Harrison PW",
"Compliance with needle-use declarations at two Olympic Winter Games: Sochi (2014) and PyeongChang (2018).","/pubmed/31203198","Schobersberger W, Blank C, Budgett R, Pipe A, Stuart MC.","Br J Sports Med. 2019 Jun 15. pii: bjsports-2018-100342. doi: 10.1136/bjsports-2018-100342. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31203198","pubmed","31203198","create date:2019/06/17 | first author:Schobersberger W",
"Normative Yo-Yo Intermittent Recovery Level 1 and Yo-Yo Intermittent Endurance Level 1 test values of boys aged 9-16years.","/pubmed/31202616","Schmitz B, Pfeifer C, Kreitz K, Borowski M, Faldum A, Brand SM.","J Sci Med Sport. 2019 May 31. pii: S1440-2440(19)30097-0. doi: 10.1016/j.jsams.2019.05.016. [Epub ahead of print] Review.","J Sci Med Sport.  2019","PubMed","citation","PMID:31202616","pubmed","31202616","create date:2019/06/17 | first author:Schmitz B",
"Chondrogenic Progenitor Cells Exhibit Superiority Over Mesenchymal Stem Cells and Chondrocytes in Platelet-Rich Plasma Scaffold-Based Cartilage Regeneration.","/pubmed/31194571","Wang K, Li J, Li Z, Wang B, Qin Y, Zhang N, Zhang H, Su X, Wang Y, Zhu H.","Am J Sports Med. 2019 Jun 13:363546519854219. doi: 10.1177/0363546519854219. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31194571","pubmed","31194571","create date:2019/06/14 | first author:Wang K",
"Resistance Training and Skeletal Muscle Protein Metabolism in Eumenorrheic Females: Implications for Researchers and Practitioners.","/pubmed/31190324","Knowles OE, Aisbett B, Main LC, Drinkwater EJ, Orellana L, Lamon S.","Sports Med. 2019 Jun 12. doi: 10.1007/s40279-019-01132-7. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31190324","pubmed","31190324","create date:2019/06/14 | first author:Knowles OE",
"Dynamic Stabilization of Syndesmosis Injuries Reduces Complications and Reoperations as Compared With Screw Fixation: A Meta-analysis of Randomized Controlled Trials.","/pubmed/31188642","Grassi A, Samuelsson K, D'Hooghe P, Romagnoli M, Mosca M, Zaffagnini S, Amendola A.","Am J Sports Med. 2019 Jun 12:363546519849909. doi: 10.1177/0363546519849909. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31188642","pubmed","31188642","create date:2019/06/13 | first author:Grassi A",
"Use of Social or Behavioral Theories in Exercise-Related Injury Prevention Program Research: A Systematic Review.","/pubmed/31187453","Gabriel EH, McCann RS, Hoch MC.","Sports Med. 2019 Jun 11. doi: 10.1007/s40279-019-01127-4. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31187453","pubmed","31187453","create date:2019/06/13 | first author:Gabriel EH",
"Wild-goose chase, no predictable patient subgroups who benefit from meniscal surgery: patient-reported outcomes of 641 patients 1 year after surgery.","/pubmed/31186258","Pihl K, Ensor J, Peat G, Englund M, Lohmander S, Jørgensen U, Nissen N, Fristed JV, Thorlund JB.","Br J Sports Med. 2019 Jun 11. pii: bjsports-2018-100321. doi: 10.1136/bjsports-2018-100321. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31186258","pubmed","31186258","create date:2019/06/13 | first author:Pihl K",
"Is Fatigue a Risk Factor for Anterior Cruciate Ligament Rupture?","/pubmed/31183767","Bourne MN, Webster KE, Hewett TE.","Sports Med. 2019 Jun 10. doi: 10.1007/s40279-019-01134-5. [Epub ahead of print]","Sports Med.  2019","PubMed","citation","PMID:31183767","pubmed","31183767","create date:2019/06/12 | first author:Bourne MN",
"Exercise-based cardiac rehabilitation in patients with reduced left ventricular ejection fraction: The Cardiac Rehabilitation Outcome Study in Heart Failure (CROS-HF): A systematic review and meta-analysis.","/pubmed/31177833","Bjarnason-Wehrens B, Nebel R, Jensen K, Hackbusch M, Grilli M, Gielen S, Schwaab B, Rauch B; German Society of Cardiovascular Prevention and Rehabilitation (DGPR)..","Eur J Prev Cardiol. 2019 Jun 8:2047487319854140. doi: 10.1177/2047487319854140. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31177833","pubmed","31177833","create date:2019/06/11 | first author:Bjarnason-Wehrens B",
"Frequency and Magnitude of Game-Related Head Impacts in Male Contact Sports Athletes: A Systematic Review and Meta-Analysis.","/pubmed/31175636","Nguyen JVK, Brennan JH, Mitra B, Willmott C.","Sports Med. 2019 Jun 7. doi: 10.1007/s40279-019-01135-4. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31175636","pubmed","31175636","create date:2019/06/09 | first author:Nguyen JVK",
"Exercise trials for blood pressure control: keeping it REAL.","/pubmed/31175109","Pearson SA, Buckley N, Stamatakis E.","Br J Sports Med. 2019 Jun 7. pii: bjsports-2019-100787. doi: 10.1136/bjsports-2019-100787. [Epub ahead of print] No abstract available. ","Br J Sports Med.  2019","PubMed","citation","PMID:31175109","pubmed","31175109","create date:2019/06/09 | first author:Pearson SA",
"How should clinicians rehabilitate patients after ACL reconstruction? A systematic review of clinical practice guidelines (CPGs) with a focus on quality appraisal (AGREE II).","/pubmed/31175108","Andrade R, Pereira R, van Cingel R, Staal JB, Espregueira-Mendes J.","Br J Sports Med. 2019 Jun 7. pii: bjsports-2018-100310. doi: 10.1136/bjsports-2018-100310. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31175108","pubmed","31175108","create date:2019/06/09 | first author:Andrade R",
"Epidemiology of injuries in professional football: a systematic review and meta-analysis.","/pubmed/31171515","López-Valenciano A, Ruiz-Pérez I, Garcia-Gómez A, Vera-Garcia FJ, De Ste Croix M, Myer GD, Ayala F.","Br J Sports Med. 2019 Jun 6. pii: bjsports-2018-099577. doi: 10.1136/bjsports-2018-099577. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31171515","pubmed","31171515","create date:2019/06/07 | first author:López-Valenciano A",
"How strong is the evidence that conservative treatment reduces pain and improves function in individuals with patellar tendinopathy? A systematic review of randomised controlled trials including GRADE recommendations.","/pubmed/31171514","Mendonça LM, Leite HR, Zwerver J, Henschke N, Branco G, Oliveira VC.","Br J Sports Med. 2019 Jun 6. pii: bjsports-2018-099747. doi: 10.1136/bjsports-2018-099747. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31171514","pubmed","31171514","create date:2019/06/07 | first author:Mendonça LM",
"Ischemic Preconditioning Maintains Performance on Two 5-km Time Trials in Hypoxia.","/pubmed/31169794","da Mota GR, Willis SJ, Dos Santos NS, Borrani F, Billaut F, Millet GP.","Med Sci Sports Exerc. 2019 May 31. doi: 10.1249/MSS.0000000000002049. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31169794","pubmed","31169794","create date:2019/06/07 | first author:da Mota GR",
"Ultrasound Does Not Detect Acute Changes in Glycogen in Vastus Lateralis of Man.","/pubmed/31169793","Routledge HE, Bradley WJ, Shepherd SO, Cocks M, Erskine RM, Close GL, Morton JP.","Med Sci Sports Exerc. 2019 May 31. doi: 10.1249/MSS.0000000000002052. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31169793","pubmed","31169793","create date:2019/06/07 | first author:Routledge HE",
"Hamstring Autograft Versus Hybrid Graft for Anterior Cruciate Ligament Reconstruction: A Systematic Review.","/pubmed/31166113","Wang HD, Gao SJ, Zhang YZ.","Am J Sports Med. 2019 Jun 5:363546519849483. doi: 10.1177/0363546519849483. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31166113","pubmed","31166113","create date:2019/06/06 | first author:Wang HD",
"How actual motor competence and perceived motor competence influence motor-skill engagement of a novel cycling task.","/pubmed/31161641","Kavanagh J, Issartel J, Moran K.","Scand J Med Sci Sports. 2019 Jun 4. doi: 10.1111/sms.13492. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31161641","pubmed","31161641","create date:2019/06/05 | first author:Kavanagh J",
"Methodological Issues in Soccer Talent Identification Research.","/pubmed/31161402","Bergkamp TLG, Niessen ASM, den Hartigh RJR, Frencken WGP, Meijer RR.","Sports Med. 2019 Jun 3. doi: 10.1007/s40279-019-01113-w. [Epub ahead of print]","Sports Med.  2019","PubMed","citation","PMID:31161402","pubmed","31161402","create date:2019/06/05 | first author:Bergkamp TLG",
"Comment on: ""Revised Approach to the Role of Fatigue in Anterior Cruciate Ligament Injury Prevention: A Systematic Review with Meta-analyses"".","/pubmed/31161401","Koller A, Schobersberger W.","Sports Med. 2019 Jun 3. doi: 10.1007/s40279-019-01129-2. [Epub ahead of print] No abstract available. ","Sports Med.  2019","PubMed","citation","PMID:31161401","pubmed","31161401","create date:2019/06/05 | first author:Koller A",
"Reply to Koller and Schobersberger: Comment on: ""Revised Approach to the Role of Fatigue in Anterior Cruciate Ligament Injury Prevention: A Systematic Review with Meta-analyses"".","/pubmed/31161400","Benjaminse A, Webster KE, Gokeler A.","Sports Med. 2019 Jun 3. doi: 10.1007/s40279-019-01130-9. [Epub ahead of print] No abstract available. ","Sports Med.  2019","PubMed","citation","PMID:31161400","pubmed","31161400","create date:2019/06/05 | first author:Benjaminse A",
"Observing Ramadan and sleep-wake patterns in athletes: a systematic review, meta-analysis and meta-regression.","/pubmed/31154342","Trabelsi K, Bragazzi N, Zlitni S, Khacharem A, Boukhris O, El-Abed K, Ammar A, Khanfir S, Shephard RJ, Hakim A, Moalla W, Chtourou H.","Br J Sports Med. 2019 Jun 1. pii: bjsports-2018-099898. doi: 10.1136/bjsports-2018-099898. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31154342","pubmed","31154342","create date:2019/06/04 | first author:Trabelsi K",
"Problem gambling and associated mental health concerns in elite athletes: a narrative review.","/pubmed/31151953","Derevensky JL, McDuff D, Reardon CL, Hainline B, Hitchcock ME, Richard J.","Br J Sports Med. 2019 Jun;53(12):761-766. doi: 10.1136/bjsports-2019-100668. Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31151953","pubmed","31151953","create date:2019/06/04 | first author:Derevensky JL",
"Cycling and cardiovascular disease risk factors including body composition, blood lipids and cardiorespiratory fitness analysed as continuous variables: Part 2-systematic review with meta-analysis.","/pubmed/31151938","Nordengen S, Andersen LB, Solbraa AK, Riiser A.","Br J Sports Med. 2019 Jul;53(14):879-885. doi: 10.1136/bjsports-2018-099778. Epub 2019 May 31.","Br J Sports Med.  2019","PubMed","citation","PMID:31151938","pubmed","31151938","create date:2019/06/04 | first author:Nordengen S",
"Cycling is associated with a lower incidence of cardiovascular diseases and death: Part 1 - systematic review of cohort studies with meta-analysis.","/pubmed/31151937","Nordengen S, Andersen LB, Solbraa AK, Riiser A.","Br J Sports Med. 2019 Jul;53(14):870-878. doi: 10.1136/bjsports-2018-099099. Epub 2019 May 31.","Br J Sports Med.  2019","PubMed","citation","PMID:31151937","pubmed","31151937","create date:2019/06/04 | first author:Nordengen S",
"Brief in-play cooling breaks reduce thermal strain during football in hot conditions.","/pubmed/31151878","Chalmers S, Siegler J, Lovell R, Lynch G, Gregson W, Marshall P, Jay O.","J Sci Med Sport. 2019 Aug;22(8):912-917. doi: 10.1016/j.jsams.2019.04.009. Epub 2019 May 4.","J Sci Med Sport.  2019","PubMed","citation","PMID:31151878","pubmed","31151878","create date:2019/06/04 | first author:Chalmers S",
"Effectiveness of Mouthguards for the Prevention of Orofacial Injuries and Concussions in Sports: Systematic Review and Meta-Analysis.","/pubmed/31148073","Knapik JJ, Hoedebecke BL, Rogers GG, Sharp MA, Marshall SW.","Sports Med. 2019 May 30. doi: 10.1007/s40279-019-01121-w. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31148073","pubmed","31148073","create date:2019/05/31 | first author:Knapik JJ",
"Secondary Meniscal Tears in Patients With Anterior Cruciate Ligament Injury: Relationship Among Operative Management, Osteoarthritis, and Arthroplasty at 18-Year Mean Follow-up.","/pubmed/31145668","Hagmeijer MH, Hevesi M, Desai VS, Sanders TL, Camp CL, Hewett TE, Stuart MJ, Saris DBF, Krych AJ.","Am J Sports Med. 2019 Jun;47(7):1583-1590. doi: 10.1177/0363546519844481.","Am J Sports Med.  2019","PubMed","citation","PMID:31145668","pubmed","31145668","create date:2019/05/31 | first author:Hagmeijer MH",
"Your Personal Motivator is with You: A Systematic Review of Mobile Phone Applications Aiming at Increasing Physical Activity.","/pubmed/31144235","Hosseinpour M, Terlutter R.","Sports Med. 2019 May 29. doi: 10.1007/s40279-019-01128-3. [Epub ahead of print] Review.","Sports Med.  2019","PubMed","citation","PMID:31144235","pubmed","31144235","create date:2019/05/31 | first author:Hosseinpour M",
"Measuring only hop distance during single leg hop testing is insufficient to detect deficits in knee function after ACL reconstruction: a systematic review and meta-analysis.","/pubmed/31142471","Kotsifaki A, Korakakis V, Whiteley R, Van Rossom S, Jonkers I.","Br J Sports Med. 2019 May 29. pii: bjsports-2018-099918. doi: 10.1136/bjsports-2018-099918. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31142471","pubmed","31142471","create date:2019/05/31 | first author:Kotsifaki A",
"Effects of plyometric training on jumping, sprint performance, and lower body muscle strength in healthy adults: A systematic review and meta-analyses.","/pubmed/31136014","Oxfeldt M, Overgaard K, Hvid LG, Dalgas U.","Scand J Med Sci Sports. 2019 May 28. doi: 10.1111/sms.13487. [Epub ahead of print] Review.","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31136014","pubmed","31136014","create date:2019/05/29 | first author:Oxfeldt M",
"Coach knowledge in talent identification: A systematic review and meta-synthesis.","/pubmed/31133481","Roberts AH, Greenwood DA, Stanley M, Humberstone C, Iredale F, Raynor A.","J Sci Med Sport. 2019 May 17. pii: S1440-2440(18)31273-8. doi: 10.1016/j.jsams.2019.05.008. [Epub ahead of print] Review.","J Sci Med Sport.  2019","PubMed","citation","PMID:31133481","pubmed","31133481","create date:2019/05/28 | first author:Roberts AH",
"Hypertensive disorders of pregnancy and cardiometabolic outcomes in childhood: A systematic review.","/pubmed/31132891","Jansen MA, Pluymen LP, Dalmeijer GW, Groenhof TKJ, Uiterwaal CS, Smit HA, van Rossem L.","Eur J Prev Cardiol. 2019 May 27:2047487319852716. doi: 10.1177/2047487319852716. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31132891","pubmed","31132891","create date:2019/05/28 | first author:Jansen MA",
"Acute high-intensity football games can improve children's inhibitory control and neurophysiological measures of attention.","/pubmed/31125468","Lind RR, Beck MM, Wikman J, Malarski K, Krustrup P, Lundbye-Jensen J, Geertsen SS.","Scand J Med Sci Sports. 2019 May 24. doi: 10.1111/sms.13485. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31125468","pubmed","31125468","create date:2019/05/28 | first author:Lind RR",
"Brief recommendations for participation in competitive sports of athletes with arterial hypertension: Summary of a Position Statement from the Sports Cardiology Section of the European Association of Preventive Cardiology (EAPC).","/pubmed/31122039","Niebauer J, Börjesson M, Carre F, Caselli S, Palatini P, Quattrini F, Serratosa L, Adami PE, Biffi A, Pressler A, Rasmusen HK, Schmied C, van Buuren F, Panhuyzen-Goedkoop N, Solberg EE, Halle M, Gerche A, Papadakis M, Sharma S, Pelliccia A.","Eur J Prev Cardiol. 2019 May 24:2047487319852807. doi: 10.1177/2047487319852807. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31122039","pubmed","31122039","create date:2019/05/28 | first author:Niebauer J",
"Sex-differences in short QT syndrome: A systematic literature review and pooled analysis.","/pubmed/31122038","El-Battrawy I, Schlentrich K, Besler J, Liebe V, Schimpf R, Lang S, Odening KE, Wolpert C, Zhou X, Borggrefe M, Akin I.","Eur J Prev Cardiol. 2019 May 24:2047487319850953. doi: 10.1177/2047487319850953. [Epub ahead of print] No abstract available. ","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31122038","pubmed","31122038","create date:2019/05/28 | first author:El-Battrawy I",
"How are we measuring physical activity and sedentary behaviour in the four home nations of the UK? A narrative review of current surveillance measures and future directions.","/pubmed/31118181","Strain T, Milton K, Dall P, Standage M, Mutrie N.","Br J Sports Med. 2019 May 22. pii: bjsports-2018-100355. doi: 10.1136/bjsports-2018-100355. [Epub ahead of print] Review.","Br J Sports Med.  2019","PubMed","citation","PMID:31118181","pubmed","31118181","create date:2019/05/24 | first author:Strain T",
"Same label-different product: time to review the hiring criteria for therapists in sport.","/pubmed/31118180","Smith GN.","Br J Sports Med. 2019 May 22. pii: bjsports-2017-098646. doi: 10.1136/bjsports-2017-098646. [Epub ahead of print] No abstract available. ","Br J Sports Med.  2019","PubMed","citation","PMID:31118180","pubmed","31118180","create date:2019/05/24 | first author:Smith GN",
"Two-Stage Revision Anterior Cruciate Ligament Reconstruction: A Systematic Review of Bone Graft Options for Tunnel Augmentation.","/pubmed/31116949","Salem HS, Axibal DP, Wolcott ML, Vidal AF, McCarty EC, Bravman JT, Frank RM.","Am J Sports Med. 2019 May 22:363546519841583. doi: 10.1177/0363546519841583. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31116949","pubmed","31116949","create date:2019/05/23 | first author:Salem HS",
