Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties;;
"Hip Arthroscopic Management Can Improve Osteitis Pubis and Bone Marrow Edema in Competitive Soccer Players With Femoroacetabular Impingement.,""/pubmed/30664355"",""Saito M, Utsunomiya H, Hatakeyama A, Nakashima H, Nishimura H, Matsuda DK, Sakai A, Uchida S."",""Am J Sports Med. 2019 Jan 21:363546518819099. doi: 10.1177/0363546518819099. [Epub ahead of print]"",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30664355"",""pubmed"",""30664355"",""create date:2019/01/22 | first author:Saito M"",";;
"Effects of prenatal exercise on incidence of congenital anomalies and hyperthermia: a systematic review and meta-analysis.,""/pubmed/30337347"",""Davenport MH, Yoo C, Mottola MF, Poitras VJ, Jaramillo Garcia A, Gray CE, Barrowman N, Davies GA, Kathol A, Skow RJ, Meah VL, Riske L, Sobierajski F, James M, Nagpal TS, Marchand AA, Slater LG, Adamo KB, Barakat R, Ruchat SM."",""Br J Sports Med. 2019 Jan";"53(2):116-123. doi: 10.1136/bjsports-2018-099653. Epub 2018 Oct 18."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30337347"",""pubmed"",""30337347"",""create date:2018/10/20 | first author:Davenport MH"",";
"Prenatal exercise is not associated with fetal mortality: a systematic review and meta-analysis.,""/pubmed/30337346"",""Davenport MH, Kathol AJ, Mottola MF, Skow RJ, Meah VL, Poitras VJ, Jaramillo Garcia A, Gray CE, Barrowman N, Riske L, Sobierajski F, James M, Nagpal T, Marchand AA, Slater LG, Adamo KB, Davies GA, Barakat R, Ruchat SM."",""Br J Sports Med. 2019 Jan";"53(2):108-115. doi: 10.1136/bjsports-2018-099773. Epub 2018 Oct 18."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30337346"",""pubmed"",""30337346"",""create date:2018/10/20 | first author:Davenport MH"",";
"Effects of prenatal exercise on fetal heart rate, umbilical and uterine blood flow: a systematic review and meta-analysis.,""/pubmed/30337345"",""Skow RJ, Davenport MH, Mottola MF, Davies GA, Poitras VJ, Gray CE, Jaramillo Garcia A, Barrowman N, Meah VL, Slater LG, Adamo KB, Barakat R, Ruchat SM."",""Br J Sports Med. 2019 Jan";"53(2):124-133. doi: 10.1136/bjsports-2018-099822. Epub 2018 Oct 18."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30337345"",""pubmed"",""30337345"",""create date:2018/10/20 | first author:Skow RJ"",";
"Exercise for the prevention and treatment of low back, pelvic girdle and lumbopelvic pain during pregnancy: a systematic review and meta-analysis.,""/pubmed/30337344"",""Davenport MH, Marchand AA, Mottola MF, Poitras VJ, Gray CE, Jaramillo Garcia A, Barrowman N, Sobierajski F, James M, Meah VL, Skow RJ, Riske L, Nuspl M, Nagpal TS, Courbalay A, Slater LG, Adamo KB, Davies GA, Barakat R, Ruchat SM."",""Br J Sports Med. 2019 Jan";"53(2):90-98. doi: 10.1136/bjsports-2018-099400. Epub 2018 Oct 18."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30337344"",""pubmed"",""30337344"",""create date:2018/10/20 | first author:Davenport MH"",";
"Analysis of water polo injuries during 8904 player matches at FINA World Championships and Olympic games to make the sport safer.,""/pubmed/30194222"",""Mountjoy M, Miller J, Junge A."",""Br J Sports Med. 2019 Jan";"53(1):25-31. doi: 10.1136/bjsports-2018-099349. Epub 2018 Sep 7."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30194222"",""pubmed"",""30194222"",""create date:2018/09/09 | first author:Mountjoy M"",";
"What are the risk factors for injuries and injury prevention strategies for skiers and snowboarders in terrain parks and half-pipes? A systematic review.,""/pubmed/30072399"",""Audet O, Hagel BE, Nettel-Aguirre A, Mitra T, Emery CA, Macpherson A, Lavoie MD, Goulet C."",""Br J Sports Med. 2019 Jan";"53(1):19-24. doi: 10.1136/bjsports-2018-099166. Epub 2018 Aug 2."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30072399"",""pubmed"",""30072399"",""create date:2018/08/04 | first author:Audet O"",";
"What counts as 'the evidence'? A need for an urgent review of injury risk in school rugby.,""/pubmed/29351956"",""Piggin J, Bairner A."",""Br J Sports Med. 2019 Jan";"53(1):10-11. doi: 10.1136/bjsports-2017-098484. Epub 2018 Jan 19. No abstract available. "",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:29351956"",""pubmed"",""29351956"",""create date:2018/01/21 | first author:Piggin J"",";
"Getting the systematic review basics right helps clinical practice: 4 common pitfalls for systematic review authors to avoid.,""/pubmed/29217534"",""Bero L."",""Br J Sports Med. 2019 Jan";"53(1):6-8. doi: 10.1136/bjsports-2017-098239. Epub 2017 Dec 7. No abstract available. "",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:29217534"",""pubmed"",""29217534"",""create date:2017/12/09 | first author:Bero L"",";
"Is abdominal hypopressive technique effective in the prevention and treatment of pelvic floor dysfunction? Marketing or evidence from high-quality clinical trials?,""/pubmed/29038216"",""Martín-Rodríguez S, Bø K."",""Br J Sports Med. 2019 Jan";"53(2):135-136. doi: 10.1136/bjsports-2017-098046. Epub 2017 Oct 16. No abstract available. "",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:29038216"",""pubmed"",""29038216"",""create date:2017/10/19 | first author:Martín-Rodríguez S"",";
"Unravelling confusion in sports medicine and sports science practice: a systematic approach to using the best of research and practice-based evidence to make a quality decision.,""/pubmed/28818957"",""Ardern CL, Dupont G, Impellizzeri FM, O'Driscoll G, Reurink G, Lewin C, McCall A."",""Br J Sports Med. 2019 Jan";"53(1):50-56. doi: 10.1136/bjsports-2016-097239. Epub 2017 Aug 17. No abstract available. "",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:28818957"",""pubmed"",""28818957"",""create date:2017/08/19 | first author:Ardern CL"",";
"Aspirin for primary prevention of cardiovascular outcomes in diabetes mellitus: An updated systematic review and meta-analysis.,""/pubmed/30700151"",""Khan SU, Ul Abideen Asad Z, Khan MU, Talluri S, Ali F, Shahzeb Khan M, Lone AN, Mookadam F, Krasuski RA, Kaluski E."",""Eur J Prev Cardiol. 2019 Jan 30:2047487319825510. doi: 10.1177/2047487319825510. [Epub ahead of print]"",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:30700151"",""pubmed"",""30700151"",""create date:2019/02/01 | first author:Khan SU"",";;
"Coronary heart disease mortality trends during 50 years as explained by risk factor changes: The European cohorts of the Seven Countries Study.,""/pubmed/30614262"",""Menotti A, Puddu PE, Kromhout D, Kafatos A, Tolonen H."",""Eur J Prev Cardiol. 2019 Jan 6:2047487318821250. doi: 10.1177/2047487318821250. [Epub ahead of print]"",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:30614262"",""pubmed"",""30614262"",""create date:2019/01/08 | first author:Menotti A"",";;
"Safety and efficacy of aerobic exercise commenced early after cardiac surgery: A systematic review and meta-analysis.,""/pubmed/30188177"",""Doyle MP, Indraratna P, Tardo DT, Peeceeyen SC, Peoples GE."",""Eur J Prev Cardiol. 2019 Jan";"26(1):36-45. doi: 10.1177/2047487318798924. Epub 2018 Sep 6."",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:30188177"",""pubmed"",""30188177"",""create date:2018/09/07 | first author:Doyle MP"",";
"Measuring change in trials of physical activity interventions: a comparison of self-report questionnaire and accelerometry within the PACE-UP trial.,""/pubmed/30670036"",""Limb ES, Ahmad S, Cook DG, Kerry SM, Ekelund U, Whincup PH, Victor CR, Iliffe S, Ussher M, Fox-Rushby J, Furness C, Ibison J, DeWilde S, Harris T."",""Int J Behav Nutr Phys Act. 2019 Jan 22";"16(1):10. doi: 10.1186/s12966-018-0762-5."",""Int J Behav Nutr Phys Act.  2019"",""PubMed"",""citation"",""PMID:30670036 | PMCID:PMC6341662"",""pubmed"",""30670036"",""create date:2019/01/24 | first author:Limb ES"",";
"A systematic review of factors that influence food store owner and manager decision making and ability or willingness to use choice architecture and marketing mix strategies to encourage healthy consumer purchases in the United States, 2005-2017.,""/pubmed/30642352"",""Houghtaling B, Serrano EL, Kraak VI, Harden SM, Davis GC, Misyak SA."",""Int J Behav Nutr Phys Act. 2019 Jan 14";"16(1):5. doi: 10.1186/s12966-019-0767-8. Review."",""Int J Behav Nutr Phys Act.  2019"",""PubMed"",""citation"",""PMID:30642352 | PMCID:PMC6332888"",""pubmed"",""30642352"",""create date:2019/01/16 | first author:Houghtaling B"",";
"Combined training is the most effective training modality to improve aerobic capacity and blood pressure control in people requiring haemodialysis for end-stage renal disease: systematic review and network meta-analysis.,""/pubmed/30581137"",""Scapini KB, Bohlke M, Moraes OA, Rodrigues CG, Inácio JF, Sbruzzi G, Leguisamo CP, Sanches IC, Tourinho Filho H, Irigoyen MC."",""J Physiother. 2019 Jan";"65(1):4-15. doi: 10.1016/j.jphys.2018.11.008. Epub 2018 Dec 21."",""J Physiother.  2019"",""PubMed"",""citation"",""PMID:30581137"",""pubmed"",""30581137"",""create date:2018/12/26 | first author:Scapini KB"",";
"Women with gestational diabetes mellitus want clear and practical messages from credible sources about physical activity during pregnancy: a qualitative study.,""/pubmed/30573442"",""Harrison AL, Taylor NF, Frawley HC, Shields N."",""J Physiother. 2019 Jan";"65(1):37-42. doi: 10.1016/j.jphys.2018.11.007. Epub 2018 Dec 17."",""J Physiother.  2019"",""PubMed"",""citation"",""PMID:30573442"",""pubmed"",""30573442"",""create date:2018/12/24 | first author:Harrison AL"",";
"Media: Review - Healthtalk: an excellent website to help understand the experiences of patients.,""/pubmed/30528851"",""Loughran I."",""J Physiother. 2019 Jan";"65(1):61. doi: 10.1016/j.jphys.2018.10.002. Epub 2018 Dec 6. No abstract available. "",""J Physiother.  2019"",""PubMed"",""citation"",""PMID:30528851"",""pubmed"",""30528851"",""create date:2018/12/12 | first author:Loughran I"",";
"Combining higher-load and lower-load resistance training exercises: A systematic review and meta-analysis of findings from complex training studies.,""/pubmed/30683485"",""Bauer P, Uebellacker F, Mitter B, Aigner AJ, Hasenoehrl T, Ristl R, Tschan H, Seitz LB."",""J Sci Med Sport. 2019 Jan 16. pii: S1440-2440(18)30966-6. doi: 10.1016/j.jsams.2019.01.006. [Epub ahead of print] Review."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30683485"",""pubmed"",""30683485"",""create date:2019/01/27 | first author:Bauer P"",";;
"Removing relative age effects from youth swimming: The development and testing of corrective adjustment procedures.,""/pubmed/30665755"",""Cobley S, Abbott S, Eisenhuth J, Salter J, McGregor D, Romann M."",""J Sci Med Sport. 2019 Jan 18. pii: S1440-2440(18)30564-4. doi: 10.1016/j.jsams.2018.12.013. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30665755"",""pubmed"",""30665755"",""create date:2019/01/23 | first author:Cobley S"",";;
"Acute carbohydrate ingestion does not influence the post-exercise iron-regulatory response in elite keto-adapted race walkers.,""/pubmed/30630742"",""McKay AKA, Peeling P, Pyne DB, Welvaert M, Tee N, Leckey JJ, Sharma AP, Ross MLR, Garvican-Lewis LA, van Swelm RPL, Laarakkers CM, Burke LM."",""J Sci Med Sport. 2019 Jan 4. pii: S1440-2440(18)31085-5. doi: 10.1016/j.jsams.2018.12.015. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30630742"",""pubmed"",""30630742"",""create date:2019/01/12 | first author:McKay AKA"",";;
"Wearing compression socks during exercise aids subsequent performance.,""/pubmed/30554612"",""Brophy-Williams N, Driller MW, Kitic CM, Fell JW, Halson SL."",""J Sci Med Sport. 2019 Jan";"22(1):123-127. doi: 10.1016/j.jsams.2018.06.010. Epub 2018 Jun 19."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30554612"",""pubmed"",""30554612"",""create date:2018/12/18 | first author:Brophy-Williams N"",";
"Exercise, health outcomes, and pædiatric obesity: A systematic review of meta-analyses.,""/pubmed/30054135"",""García-Hermoso A, Ramírez-Vélez R, Saavedra JM."",""J Sci Med Sport. 2019 Jan";"22(1):76-84. doi: 10.1016/j.jsams.2018.07.006. Epub 2018 Jul 24."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30054135"",""pubmed"",""30054135"",""create date:2018/07/29 | first author:García-Hermoso A"",";
"Motor learning of a dynamic balance task: Influence of lower limb power and prior balance practice.,""/pubmed/29921504"",""Giboin LS, Gruber M, Kramer A."",""J Sci Med Sport. 2019 Jan";"22(1):101-105. doi: 10.1016/j.jsams.2018.05.029. Epub 2018 Jun 7."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:29921504"",""pubmed"",""29921504"",""create date:2018/06/21 | first author:Giboin LS"",";
"Histamine-Receptor Antagonists Slow 10-km Cycling Performance in Competitive Cyclists.,""/pubmed/30694974"",""Ely MR, Sieck DC, Mangum JE, Larson EA, Brito LC, Minson CT, Halliwill JR."",""Med Sci Sports Exerc. 2019 Jan 25. doi: 10.1249/MSS.0000000000001911. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30694974"",""pubmed"",""30694974"",""create date:2019/01/30 | first author:Ely MR"",";;
"Blood Flow Restriction Only Increases Myofibrillar Protein Synthesis with Exercise.,""/pubmed/30694972"",""Nyakayiru J, Fuchs CJ, Trommelen J, Smeets JSJ, Senden JM, Gijsen AP, Zorenc AH, van Loon LJC, Verdijk LB."",""Med Sci Sports Exerc. 2019 Jan 25. doi: 10.1249/MSS.0000000000001899. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30694972"",""pubmed"",""30694972"",""create date:2019/01/30 | first author:Nyakayiru J"",";;
"Dynamic Changes of Cardiac Repolarization Instability during Exercise Testing.,""/pubmed/30664030"",""Hamm W, von Stülpnagel L, Rizas KD, Vdovin N, Klemm M, Bauer A, Brunner S."",""Med Sci Sports Exerc. 2019 Jan 17. doi: 10.1249/MSS.0000000000001912. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30664030"",""pubmed"",""30664030"",""create date:2019/01/22 | first author:Hamm W"",";;
"Similar Isokinetic Strength Preinjury and at Return to Sport after Hamstring Injury.,""/pubmed/30640285"",""van Dyk N, Wangensteen A, Vermeulen R, Whiteley R, Bahr R, Tol J, Witvrouw E."",""Med Sci Sports Exerc. 2019 Jan 10. doi: 10.1249/MSS.0000000000001900. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30640285"",""pubmed"",""30640285"",""create date:2019/01/15 | first author:van Dyk N"",";;
"PHYSIOLOGICAL RESPONSES TO EXERCISE IN PEDIATRIC HEART TRANSPLANT RECIPIENTS.,""/pubmed/30629048"",""Bovard JM, De Souza AM, Harris KC, Human DG, Hosking MCK, Potts JE, Armstrong K, Sandor GGS, Cote AT."",""Med Sci Sports Exerc. 2019 Jan 8. doi: 10.1249/MSS.0000000000001889. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30629048"",""pubmed"",""30629048"",""create date:2019/01/11 | first author:Bovard JM"",";;
"Women Experience the Same Ergogenic Response to Caffeine as Men.,""/pubmed/30629046"",""Skinner TL, Desbrow B, Arapova J, Schaumberg MA, Osborne J, Grant GD, Anoopkumar-Dukie S, Leveritt MD."",""Med Sci Sports Exerc. 2019 Jan 8. doi: 10.1249/MSS.0000000000001885. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30629046"",""pubmed"",""30629046"",""create date:2019/01/11 | first author:Skinner TL"",";;
"Does Exercise Alter Gut Microbial Composition? A Systematic Review.,""/pubmed/30157109"",""Mitchell CM, Davy BM, Hulver MW, Neilson AP, Bennett BJ, Davy KP."",""Med Sci Sports Exerc. 2019 Jan";"51(1):160-167. doi: 10.1249/MSS.0000000000001760."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30157109"",""pubmed"",""30157109"",""create date:2018/08/30 | first author:Mitchell CM"",";
"No Difference between Spray Dried Milk and Native Whey Supplementation with Strength Training.,""/pubmed/30157103"",""Hamarsland H, Handegard V, Kåshagen M, Benestad HB, Raastad T."",""Med Sci Sports Exerc. 2019 Jan";"51(1):75-83. doi: 10.1249/MSS.0000000000001758."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30157103 | PMCID:PMC6303128"",""pubmed"",""30157103"",""create date:2018/08/30 | first author:Hamarsland H"",";
"Aftereffects of Cognitively Demanding Acute Aerobic Exercise on Working Memory.,""/pubmed/30153193"",""Kamijo K, Abe R."",""Med Sci Sports Exerc. 2019 Jan";"51(1):153-159. doi: 10.1249/MSS.0000000000001763."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30153193 | PMCID:PMC6303127"",""pubmed"",""30153193"",""create date:2018/08/29 | first author:Kamijo K"",";
"Predictors of Dropout in Exercise Trials in Older Adults: The Generation 100 Study.,""/pubmed/30113524"",""Viken H, Reitlo LS, Zisko N, Nauman J, Aspvik NP, Ingebrigtsen JE, Wisløff U, Stensvold D."",""Med Sci Sports Exerc. 2019 Jan";"51(1):49-55. doi: 10.1249/MSS.0000000000001742."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30113524"",""pubmed"",""30113524"",""create date:2018/08/17 | first author:Viken H"",";
"How Sickle Cell Disease Impairs Skeletal Muscle Function: Implications in Daily Life.,""/pubmed/30095751"",""Merlet AN, Chatel B, Hourdé C, Ravelojaona M, Bendahan D, Féasson L, Messonnier LA."",""Med Sci Sports Exerc. 2019 Jan";"51(1):4-11. doi: 10.1249/MSS.0000000000001757."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30095751"",""pubmed"",""30095751"",""create date:2018/08/11 | first author:Merlet AN"",";
"Looking Further When Symptoms Are Disproportionate to Physical Findings.,""/pubmed/30095741"",""Shrier I, Morrison DR, Hawkes R."",""Med Sci Sports Exerc. 2019 Jan";"51(1):1-3. doi: 10.1249/MSS.0000000000001744."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30095741"",""pubmed"",""30095741"",""create date:2018/08/11 | first author:Shrier I"",";
"Mild hypohydration impairs cycle ergometry performance in the heat: A blinded study.,""/pubmed/30659665"",""Adams JD, Scott DM, Brand NA, Suh HG, Seal AD, McDermott BP, Ganio MS, Kavouras SA."",""Scand J Med Sci Sports. 2019 Jan 19. doi: 10.1111/sms.13386. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30659665"",""pubmed"",""30659665"",""create date:2019/01/20 | first author:Adams JD"",";;
"Razor hamstring curl and Nordic hamstring exercise architectural adaptations: Impact of exercise selection and intensity.,""/pubmed/30629773"",""Pollard CW, Opar DA, Williams MD, Bourne MN, Timmins RG."",""Scand J Med Sci Sports. 2019 Jan 10. doi: 10.1111/sms.13381. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30629773"",""pubmed"",""30629773"",""create date:2019/01/11 | first author:Pollard CW"",";;
"Physical inactivity caused economic burden depends on regional cultural differences.,""/pubmed/30260508"",""Mattli R, Wieser S, Probst-Hensch N, Schmidt-Trucksäss A, Schwenkglenks M."",""Scand J Med Sci Sports. 2019 Jan";"29(1):95-104. doi: 10.1111/sms.13311. Epub 2018 Oct 15."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30260508"",""pubmed"",""30260508"",""create date:2018/09/28 | first author:Mattli R"",";
"Effects of barbell back squat stance width on sagittal and frontal hip and knee kinetics.,""/pubmed/30230052"",""Lahti J, Hegyi A, Vigotsky AD, Ahtiainen JP."",""Scand J Med Sci Sports. 2019 Jan";"29(1):44-54. doi: 10.1111/sms.13305. Epub 2018 Oct 11."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30230052"",""pubmed"",""30230052"",""create date:2018/09/20 | first author:Lahti J"",";
"A study of coach-team perceptual distance concerning the coach-created motivational climate in youth sport.,""/pubmed/30230049"",""Gjesdal S, Stenling A, Solstad BE, Ommundsen Y."",""Scand J Med Sci Sports. 2019 Jan";"29(1):132-143. doi: 10.1111/sms.13306. Epub 2018 Oct 4."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30230049"",""pubmed"",""30230049"",""create date:2018/09/20 | first author:Gjesdal S"",";
