Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"CO(2) supplementation dissociates cerebral oxygenation and middle cerebral artery blood velocity during maximal cycling.","/pubmed/31650627","Hansen RK, Nielsen PS, Schelske MW, Secher NH, Volianitis S.","Scand J Med Sci Sports. 2019 Oct 25. doi: 10.1111/sms.13582. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31650627","pubmed","31650627","create date:2019/10/28 | first author:Hansen RK",
"Autophagy is required for performance adaptive response to resistance training and exercise-induced adult neurogenesis.","/pubmed/31650583","Codina-Martínez H, Fernández-García B, Díez-Planelles C, Fernández ÁF, Higarza SG, Fernández-Sanjurjo M, Díez-Robles S, Iglesias-Gutiérrez E, Tomás-Zapico C.","Scand J Med Sci Sports. 2019 Oct 25. doi: 10.1111/sms.13586. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31650583","pubmed","31650583","create date:2019/10/28 | first author:Codina-Martínez H",
"Anatomic and Biomechanical Evaluation of Ulnar Tunnel Position in Medial Ulnar Collateral Ligament Reconstruction.","/pubmed/31647881","Dutton PH, Banffy MB, Nelson TJ, Metzger MF.","Am J Sports Med. 2019 Oct 24:363546519880182. doi: 10.1177/0363546519880182. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31647881","pubmed","31647881","create date:2019/10/28 | first author:Dutton PH",
"The Effect of Sport-Related Concussion Injuries on Concussion Symptoms and Health-Related Quality of Life in Male and Female Adolescent Athletes: A Prospective Study.","/pubmed/31647876","McGuine TA, Pfaller A, Kliethermes S, Schwarz A, Hetzel S, Hammer E, Broglio S.","Am J Sports Med. 2019 Oct 24:363546519880175. doi: 10.1177/0363546519880175. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31647876","pubmed","31647876","create date:2019/10/28 | first author:McGuine TA",
"The Femoral Footprint Position of the Anterior Cruciate Ligament Might Be a Predisposing Factor to a Noncontact Anterior Cruciate Ligament Rupture.","/pubmed/31647682","Dimitriou D, Wang Z, Zou D, Tsai TY, Helmy N.","Am J Sports Med. 2019 Oct 24:363546519878706. doi: 10.1177/0363546519878706. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31647682","pubmed","31647682","create date:2019/10/28 | first author:Dimitriou D",
"Point-of-Care Procedure for Enhancement of Meniscal Healing in a Goat Model Utilizing Infrapatellar Fat Pad-Derived Stromal Vascular Fraction Cells Seeded in Photocrosslinkable Hydrogel.","/pubmed/31644307","Rothrauff BB, Sasaki H, Kihara S, Overholt KJ, Gottardi R, Lin H, Fu FH, Tuan RS, Alexander PG.","Am J Sports Med. 2019 Oct 23:363546519880468. doi: 10.1177/0363546519880468. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31644307","pubmed","31644307","create date:2019/10/24 | first author:Rothrauff BB",
"Feasibility and effect of a physical activity counselling session with or without provision of an activity tracker on maintenance of physical activity in women with breast cancer - A randomised controlled trial.","/pubmed/31640924","Singh B, Spence RR, Sandler CX, Tanner J, Hayes SC.","J Sci Med Sport. 2019 Oct 4. pii: S1440-2440(19)30244-0. doi: 10.1016/j.jsams.2019.09.019. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31640924","pubmed","31640924","create date:2019/10/24 | first author:Singh B",
"Effects of eating with an augmented fork with vibrotactile feedback on eating rate and body weight: a randomized controlled trial.","/pubmed/31640791","Hermsen S, Mars M, Higgs S, Frost JH, Hermans RCJ.","Int J Behav Nutr Phys Act. 2019 Oct 22;16(1):90. doi: 10.1186/s12966-019-0857-7.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31640791 | PMCID:PMC6805487","pubmed","31640791","create date:2019/10/24 | first author:Hermsen S",
"Multiple cardiovascular risk factor control: still a challenge?","/pubmed/31640413","Abreu A.","Eur J Prev Cardiol. 2019 Oct 22:2047487319883725. doi: 10.1177/2047487319883725. [Epub ahead of print] No abstract available. ","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31640413","pubmed","31640413","create date:2019/10/24 | first author:Abreu A",
"Does Injection of Hyaluronic Acid Protect Against Early Cartilage Injury Seen After Marathon Running? A Randomized Controlled Trial Utilizing High-Field Magnetic Resonance Imaging.","/pubmed/31634003","Nathani A, Gold GE, Monu U, Hargreaves B, Finlay AK, Rubin EB, Safran MR.","Am J Sports Med. 2019 Oct 21:363546519879138. doi: 10.1177/0363546519879138. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31634003","pubmed","31634003","create date:2019/10/22 | first author:Nathani A",
"The Association Between Tibial Slope and Revision Anterior Cruciate Ligament Reconstruction in Patients ≤21 Years Old: A Matched Case-Control Study Including 317 Revisions.","/pubmed/31634002","Cooper JD, Wang W, Prentice HA, Funahashi TT, Maletis GB.","Am J Sports Med. 2019 Oct 21:363546519878436. doi: 10.1177/0363546519878436. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31634002","pubmed","31634002","create date:2019/10/22 | first author:Cooper JD",
"Single-Leg Squat Performance and Its Relationship to Extensor Mechanism Strength After Anterior Cruciate Ligament Reconstruction.","/pubmed/31633995","Batty LM, Feller JA, Hartwig T, Devitt BM, Webster KE.","Am J Sports Med. 2019 Oct 21:363546519878432. doi: 10.1177/0363546519878432. [Epub ahead of print]","Am J Sports Med.  2019","PubMed","citation","PMID:31633995","pubmed","31633995","create date:2019/10/22 | first author:Batty LM",
"Cognitive functional therapy compared with a group-based exercise and education intervention for chronic low back pain: a multicentre randomised controlled trial (RCT).","/pubmed/31630089","O'Keeffe M, O'Sullivan P, Purtill H, Bargary N, O'Sullivan K.","Br J Sports Med. 2019 Oct 19. pii: bjsports-2019-100780. doi: 10.1136/bjsports-2019-100780. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31630089","pubmed","31630089","create date:2019/10/21 | first author:O'Keeffe M",
"Are biomechanical stability deficits during unplanned single-leg landings related to specific markers of cognitive function?","/pubmed/31628001","Giesche F, Wilke J, Engeroff T, Niederer D, Hohmann H, Vogt L, Banzer W.","J Sci Med Sport. 2019 Oct 1. pii: S1440-2440(19)30216-6. doi: 10.1016/j.jsams.2019.09.003. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31628001","pubmed","31628001","create date:2019/10/20 | first author:Giesche F",
"Effects of flexibility and strength interventions on optimal lengths of hamstring muscle-tendon units.","/pubmed/31623958","Li S, Garrett WE, Best TM, Li H, Wan X, Liu H, Yu B.","J Sci Med Sport. 2019 Oct 7. pii: S1440-2440(18)31011-9. doi: 10.1016/j.jsams.2019.09.017. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31623958","pubmed","31623958","create date:2019/10/19 | first author:Li S",
"Understanding and use of food labeling systems among Whites and Latinos in the United States and among Mexicans: Results from the International Food Policy Study, 2017.","/pubmed/31623663","Nieto C, Jáuregui A, Contreras-Manzano A, Arillo-Santillan E, Barquera S, White CM, Hammond D, Thrasher JF.","Int J Behav Nutr Phys Act. 2019 Oct 17;16(1):87. doi: 10.1186/s12966-019-0842-1.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31623663 | PMCID:PMC6798377","pubmed","31623663","create date:2019/10/19 | first author:Nieto C",
"Arm crank ergometer 'spin' training improves seated balance and aerobic capacity in people with spinal cord injury.","/pubmed/31621945","Williams AMM, Chisholm AE, Lynn A, Malik RN, Eginyan G, Lam T.","Scand J Med Sci Sports. 2019 Oct 17. doi: 10.1111/sms.13580. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31621945","pubmed","31621945","create date:2019/10/18 | first author:Williams AMM",
"Progression of conventional cardiovascular risk factors and vascular disease risk in individuals: insights from the PROG-IMT consortium.","/pubmed/31619084","Bahls M, Lorenz MW, Dörr M, Gao L, Kitagawa K, Tuomainen TP, Agewall S, Berenson G, Catapano AL, Norata GD, Bots ML, van Gilst W, Asselbergs FW, Brouwers FP, Uthoff H, Sander D, Poppert H, Hecht Olsen M, Empana JP, Schminke U, Baldassarre D, Veglia F, et al.","Eur J Prev Cardiol. 2019 Oct 16:2047487319877078. doi: 10.1177/2047487319877078. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31619084","pubmed","31619084","create date:2019/10/18 | first author:Bahls M",
"Defining Minimal Clinically Important Difference and Patient Acceptable Symptom State After Isolated Endoscopic Gluteus Medius Repair.","/pubmed/31618066","Okoroha KR, Beck EC, Nwachukwu BU, Kunze KN, Nho SJ.","Am J Sports Med. 2019 Nov;47(13):3141-3147. doi: 10.1177/0363546519877179. Epub 2019 Oct 16.","Am J Sports Med.  2019","PubMed","citation","PMID:31618066","pubmed","31618066","create date:2019/10/17 | first author:Okoroha KR",
"Effects of moderately increased testosterone concentration on physical performance in young women: a double blind, randomised, placebo controlled study.","/pubmed/31615775","Hirschberg AL, Elings Knutsson J, Helge T, Godhe M, Ekblom M, Bermon S, Ekblom B.","Br J Sports Med. 2019 Oct 15. pii: bjsports-2018-100525. doi: 10.1136/bjsports-2018-100525. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31615775","pubmed","31615775","create date:2019/10/17 | first author:Hirschberg AL",
"Daily steps and diet, but not sleep, are related to mortality in older Australians.","/pubmed/31615727","Oftedal S, Holliday EG, Attia J, Brown WJ, Collins CE, Ewald B, Glozier N, McEvoy M, Morgan PJ, Plotnikoff RC, Stamatakis E, Vandelanotte C, Duncan MJ.","J Sci Med Sport. 2019 Oct 1. pii: S1440-2440(19)30318-4. doi: 10.1016/j.jsams.2019.09.018. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31615727","pubmed","31615727","create date:2019/10/17 | first author:Oftedal S",
"Health literacy is independently and inversely associated with carotid artery plaques and cardiovascular risk.","/pubmed/31615294","Lindahl B, Norberg M, Johansson H, Lindvall K, Ng N, Nordin M, Nordin S, Näslund U, Persson A, Vanoli D, Schulz PJ.","Eur J Prev Cardiol. 2019 Oct 15:2047487319882821. doi: 10.1177/2047487319882821. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31615294","pubmed","31615294","create date:2019/10/17 | first author:Lindahl B",
"Risk factors and clinical outcomes in chronic coronary and peripheral artery disease: An analysis of the randomized, double-blind COMPASS trial.","/pubmed/31615291","Vanassche T, Verhamme P, Anand SS, Shestakovska O, Fox KA, Bhatt DL, Avezum A, Alings M, Aboyans V, Maggioni AP, Widimsky P, Berkowitz SD, Yusuf S, Connolly SJ, Eikelboom JW, Bosch J.","Eur J Prev Cardiol. 2019 Oct 15:2047487319882154. doi: 10.1177/2047487319882154. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31615291","pubmed","31615291","create date:2019/10/17 | first author:Vanassche T",
"I spy with my little eye … a knee about to go 'pop'? Can coaches and sports medicine professionals predict who is at greater risk of ACL rupture?","/pubmed/31611189","Mørtvedt AI, Krosshaug T, Bahr R, Petushek E.","Br J Sports Med. 2019 Oct 14. pii: bjsports-2019-100602. doi: 10.1136/bjsports-2019-100602. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31611189","pubmed","31611189","create date:2019/10/16 | first author:Mørtvedt AI",
"Influence of Test Environment, Age, Sex, and Sport on Baseline Computerized Neurocognitive Test Performance.","/pubmed/31609635","French J, Huber P, McShane J, Holland CL, Elbin RJ, Kontos AP.","Am J Sports Med. 2019 Nov;47(13):3263-3269. doi: 10.1177/0363546519875137. Epub 2019 Oct 14.","Am J Sports Med.  2019","PubMed","citation","PMID:31609635","pubmed","31609635","create date:2019/10/15 | first author:French J",
"Oral L-Tyrosine Supplementation Improves Core Temperature Maintenance in Older Adults.","/pubmed/31609301","Lang JA, Krajek AC, Schwartz KS, Rand JE.","Med Sci Sports Exerc. 2019 Oct 9. doi: 10.1249/MSS.0000000000002188. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31609301","pubmed","31609301","create date:2019/10/15 | first author:Lang JA",
"Interval Exercise Lowers Circulating CD105 Extracellular Vesicles in Prediabetes.","/pubmed/31609300","Eichner NZM, Gilbertson NM, Heiston EM, Musante L, La Salvia S, Weltman A, Erdbrugger U, Malin SK.","Med Sci Sports Exerc. 2019 Oct 9. doi: 10.1249/MSS.0000000000002185. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31609300","pubmed","31609300","create date:2019/10/15 | first author:Eichner NZM",
"Exercise Thermoregulation with a Simulated Burn Injury: Impact of Air Temperature.","/pubmed/31609298","Cramer MN, Moralez G, Huang M, Kouda K, Poh PYS, Crandall CG.","Med Sci Sports Exerc. 2019 Oct 9. doi: 10.1249/MSS.0000000000002184. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31609298","pubmed","31609298","create date:2019/10/15 | first author:Cramer MN",
"Cognitive Impairment during High-Intensity Exercise: Influence of Cerebral Blood Flow.","/pubmed/31609297","Komiyama T, Tanoue Y, Sudo M, Costello JT, Uehara Y, Higaki Y, Ando S.","Med Sci Sports Exerc. 2019 Oct 9. doi: 10.1249/MSS.0000000000002183. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31609297","pubmed","31609297","create date:2019/10/15 | first author:Komiyama T",
"Salt Loading Blunts Central and Peripheral Postexercise Hypotension.","/pubmed/31609296","Babcock MC, Robinson AT, Watso JC, Migdal KU, Martens CR, Edwards DG, Pescatello LS, Farquhar WB.","Med Sci Sports Exerc. 2019 Oct 9. doi: 10.1249/MSS.0000000000002187. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31609296","pubmed","31609296","create date:2019/10/15 | first author:Babcock MC",
"Physical activity after inpatient occupational rehabilitation: Secondary outcomes of two randomized controlled trials.","/pubmed/31609021","Skagseth M, Fimland MS, Ivar Lund Nilsen T, Aasdahl L.","Scand J Med Sci Sports. 2019 Oct 14. doi: 10.1111/sms.13577. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31609021","pubmed","31609021","create date:2019/10/15 | first author:Skagseth M",
"Associations of sitting time with leisure-time physical inactivity, education, and body mass index change.","/pubmed/31605629","Piirtola M, Kaprio J, Svedberg P, Silventoinen K, Ropponen A.","Scand J Med Sci Sports. 2019 Oct 12. doi: 10.1111/sms.13575. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31605629","pubmed","31605629","create date:2019/10/13 | first author:Piirtola M",
"Burden of premature atrial beats in middle-aged endurance athletes with and without lone atrial fibrillation versus sedentary controls.","/pubmed/31604380","Cipriani A, Vio R, Mastella G, Ciarmatori N, Del Monte A, Trovato D, Iliceto S, Schiavon M, Bertaglia E, Corrado D, Zorzi A.","Eur J Prev Cardiol. 2019 Oct 11:2047487319880042. doi: 10.1177/2047487319880042. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31604380","pubmed","31604380","create date:2019/10/13 | first author:Cipriani A",
"Positive Effect of Platelet-Rich Plasma on Pain in Plantar Fasciitis: A Double-Blind Multicenter Randomized Controlled Trial.","/pubmed/31603721","Peerbooms JC, Lodder P, den Oudsten BL, Doorgeest K, Schuller HM, Gosens T.","Am J Sports Med. 2019 Nov;47(13):3238-3246. doi: 10.1177/0363546519877181. Epub 2019 Oct 11.","Am J Sports Med.  2019","PubMed","citation","PMID:31603721","pubmed","31603721","create date:2019/10/12 | first author:Peerbooms JC",
"Collagenous Ultrastructure of the Torn Medial Meniscus Posterior Root: A Transmission Electron Microscopy Study.","/pubmed/31603698","Seo YJ, Kim SJ, Jung D, Kim J, Shin YS, Choi S, Shin E, Song SY.","Am J Sports Med. 2019 Nov;47(13):3221-3228. doi: 10.1177/0363546519876110. Epub 2019 Oct 11.","Am J Sports Med.  2019","PubMed","citation","PMID:31603698","pubmed","31603698","create date:2019/10/12 | first author:Seo YJ",
"The effect of interval sprinting exercise on vascular function and aerobic fitness of postmenopausal women.","/pubmed/31603262","Ho TY, Redmayne GP, Tran A, Liu D, Butlin M, Avolio A, Boutcher SH, Boutcher YN.","Scand J Med Sci Sports. 2019 Oct 11. doi: 10.1111/sms.13574. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31603262","pubmed","31603262","create date:2019/10/12 | first author:Ho TY",
"Y balance test: Are we doing it right?","/pubmed/31601458","Fusco A, Giancotti GF, Fuchs PX, Wagner H, da Silva RA, Cortis C.","J Sci Med Sport. 2019 Sep 26. pii: S1440-2440(19)30824-2. doi: 10.1016/j.jsams.2019.09.016. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31601458","pubmed","31601458","create date:2019/10/12 | first author:Fusco A",
"Risk prediction of maternal cardiovascular disease one year after hypertensive pregnancy complications or gestational diabetes mellitus.","/pubmed/31600083","Moe K, Sugulle M, Dechend R, Staff AC.","Eur J Prev Cardiol. 2019 Oct 10:2047487319879791. doi: 10.1177/2047487319879791. [Epub ahead of print]","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31600083","pubmed","31600083","create date:2019/10/11 | first author:Moe K",
"Efficacy of early controlled motion of the ankle compared with immobilisation in non-operative treatment of patients with an acute Achilles tendon rupture: an assessor-blinded, randomised controlled trial.","/pubmed/31597624","Barfod KW, Hansen MS, Hölmich P, Kristensen MT, Troelsen A.","Br J Sports Med. 2019 Oct 9. pii: bjsports-2019-100709. doi: 10.1136/bjsports-2019-100709. [Epub ahead of print]","Br J Sports Med.  2019","PubMed","citation","PMID:31597624","pubmed","31597624","create date:2019/10/11 | first author:Barfod KW",
"Cardiovascular and metabolic health effects of team handball training in overweight women: impact of prior experience.","/pubmed/31596971","Hornstrup T, Póvoas S, Helge JW, Melcher PS, Fristrup B, Andersen JL, Møgelvang R, Hansen PR, Nybo L, Krustrup P.","Scand J Med Sci Sports. 2019 Oct 9. doi: 10.1111/sms.13563. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31596971","pubmed","31596971","create date:2019/10/10 | first author:Hornstrup T",
"Bone geometry and lower extremity bone stress injuries in male runners.","/pubmed/31594711","Popp KL, Frye AC, Stovitz SD, Hughes JM.","J Sci Med Sport. 2019 Sep 21. pii: S1440-2440(19)30526-2. doi: 10.1016/j.jsams.2019.09.009. [Epub ahead of print]","J Sci Med Sport.  2019","PubMed","citation","PMID:31594711","pubmed","31594711","create date:2019/10/09 | first author:Popp KL",
"Device and method matter: A critical evaluation of eccentric hamstring muscle strength assessments.","/pubmed/31593621","Wiesinger HP, Gressenbauer C, Kösters A, Scharinger M, Müller E.","Scand J Med Sci Sports. 2019 Oct 8. doi: 10.1111/sms.13569. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31593621","pubmed","31593621","create date:2019/10/09 | first author:Wiesinger HP",
"Hamstring muscle elasticity differs in specialized high-performance athletes.","/pubmed/31593612","Avrillon S, Lacourpaille L, Hug F, Le Sant G, Frey A, Nordez A, Guilhem G.","Scand J Med Sci Sports. 2019 Oct 8. doi: 10.1111/sms.13564. [Epub ahead of print]","Scand J Med Sci Sports.  2019","PubMed","citation","PMID:31593612","pubmed","31593612","create date:2019/10/09 | first author:Avrillon S",
"Compression Garments Reduce Muscle Movement and Activation during Submaximal Running.","/pubmed/31592978","Broatch JR, Brophy-Williams N, Phillips EJ, O'Bryan SJ, Halson SL, Barnes S, Bishop DJ.","Med Sci Sports Exerc. 2019 Oct 4. doi: 10.1249/MSS.0000000000002182. [Epub ahead of print]","Med Sci Sports Exerc.  2019","PubMed","citation","PMID:31592978","pubmed","31592978","create date:2019/10/09 | first author:Broatch JR",
"Survival Analysis of Revision Autologous Chondrocyte Implantation for Failed ACI.","/pubmed/31589471","Ogura T, Bryant T, Merkely G, Mosier BA, Minas T.","Am J Sports Med. 2019 Nov;47(13):3212-3220. doi: 10.1177/0363546519876630. Epub 2019 Oct 7.","Am J Sports Med.  2019","PubMed","citation","PMID:31589471","pubmed","31589471","create date:2019/10/08 | first author:Ogura T",
"Risk Factors for Loss to Follow-up in 3202 Patients at 2 Years After Anterior Cruciate Ligament Reconstruction: Implications for Identifying Health Disparities in the MOON Prospective Cohort Study.","/pubmed/31589465","Ramkumar PN, Tariq MB; MOON Knee Group., Amendola A, Andrish JT, Brophy RH, Dunn WR, Flanigan DC, Huston LJ, Jones MH, Kaeding CC, Kattan MW, Marx RG, Matava MJ, McCarty EC, Parker RD, Vidal AF, Wolcott ML, Wolf BR, Wright RW, Spindler KP.","Am J Sports Med. 2019 Nov;47(13):3173-3180. doi: 10.1177/0363546519876925. Epub 2019 Oct 7.","Am J Sports Med.  2019","PubMed","citation","PMID:31589465","pubmed","31589465","create date:2019/10/08 | first author:Ramkumar PN",
